;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE26;TCE28;TCE29
78;627;Botucatu;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;139483;134389;12764.76;9961.9;0.0;58623.0;53850.0;50215285.6;8177793.81;;;100.0;95.57;77.4;35.53;98.56;92.08;1.29;0.53;102.46;102.22;1.65;101.5;0.21957796307960353;0.605752382005631;0.22503850349856702;0.22846341110508647;3507506;possui registro;100,00;99,70;100,00;sim;Decreto 9.025/12;sim, para todos os órgãos e entidades;não;;não;;não;;sim;CAMINHÃO PIPA E OUTRAS ÁREAS DE CAPITAÇÃO COMO RIO TIJUCO PRETO/LAVAPÉS;sim;não;sim
79;635;Bragança Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;160665;155750;10783.92;9360.62;0.0;54015.0;46334.0;38804072.75;7320934.64;;;94.5;82.84;68.01;27.41;91.61;80.31;0.07;0.21;102.68;102.61;1.2;102.54;0.1319835458720019;0.26981933248479134;0.12776475562030887;0.1302536217162778;3507605;possui registro;93,64;91,00;100,00;sim;Lei Lei Complementar nº 708/2011;sim, para todos os órgãos e entidades;sim;limpeza de bueiros, calhas de rio, ribeirões, palestras nas escolas.;não;;não;;não;;sim;não;sim
80;643;Braúna;SP;2015;35077011;Serviço Autônomo de Saneamento Ambiental de Braúna;SASB;Local;Água e Esgoto;Autarquia;5454;4769;292.0;280.0;0.0;1950.0;1920.0;654601.26;0.0;0.0;0.0;100.0;100.0;79.78;2.86;89.27;87.44;0.66;0.0;100.0;100.0;0.0;100.0;0.04109589041095896;;;;3507704;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
81;650;Brejo Alegre;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2768;2270;166.52;163.56;0.0;996.0;811.0;642916.74;37721.81;;;100.0;86.74;70.89;15.66;85.15;71.13;2.5;0.0;100.0;100.0;0.0;100.0;0.017775642565457606;0.17949884335665114;0.046354521997503194;0.6075370539149507;3507753;possui registro;100,00;100,00;100,00;não;;não;não;;não;;não;;não;;não;não;sim
82;658;Brodowski;SP;2015;35078011;Serviço Autônomo de Água e Esgoto de Brodowski;SAAEB;Local;Água e Esgoto;Autarquia;23460;22893;2340.0;1600.0;0.0;9256.0;8687.0;4341490.19;6205.0;0.0;0.0;99.59;99.49;87.5;31.62;97.19;97.09;3.91;0.51;100.0;100.0;1.85;100.0;0.3162393162393162;0.5905630408329362;0.46245789416494615;0.08288532717010832;3507803;possui registro;100,00;99,00;100,00;sim;Lei Lei nº 2322, 18 de Agosto de 2015;não;não;;sim;Fornecimento de Água através de caminhões pipa.;sim;Abastecimento de Água com caminhões pipa.;não;;não;não;sim
83;666;Brotas;SP;2015;35079011;Serviço Autônomo de Água e Esgoto de Brotas;SAAEB;Local;Água e Esgoto;Autarquia;23419;20184;2038.32;1854.98;0.0;8939.0;8159.0;4482782.71;1174400.88;0.0;0.0;100.0;100.0;86.03;21.31;100.0;95.73;0.72;0.0;96.28;94.81;0.0;73.64;0.08994662270889753;1.0;0.09228565011695933;0.0350489095263209;3507902;possui registro;100,00;96,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;sim;Caminhão Pipa e Poço Artesiano;sim;não;sim
84;674;Buri;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19570;15805;1037.48;944.36;0.0;6691.0;5977.0;4204948.32;578503.37;;;99.18;91.48;75.73;26.33;80.1;73.88;3.13;1.68;106.89;105.71;0.38;104.72;0.08975594710259471;0.07614036743206917;0.07038702622674137;-0.20787646968484552;3508009;possui registro;100,00;95,00;100,00;sim;0;parcialmente;não;;não;;não;;não;;não;não;sim
85;682;Buritama;SP;2015;35081011;Serviço Autônomo de Água e Esgoto e Meio Ambiente de Buritama;SAAEMB;Local;Água e Esgoto;Autarquia;16583;15624;1120.0;1128.0;0.0;7705.0;7705.0;3408116.18;530738.0;0.0;50000.0;99.55;99.55;85.33;6.25;100.0;100.0;0.61;0.37;103.85;103.85;0.2;103.85;-0.0071428571428571175;1.0;1.0;0.9142857142857145;3508108;possui registro;100,00;100,00;100,00;sim;Lei Abastecimento de Agua;parcialmente;sim;Orientações à população de uso racional através de panfletos e informativos impressos na conta/agua;sim;Orientações de uso racional da água através de panfletos.;sim;Orientações de uso racional da água através de panfletos.;não;;sim;não;não
86;690;Buritizal;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4345;3544;264.02;248.82;0.0;1562.0;1523.0;1076155.56;393798.64;;;98.93;97.88;82.74;18.95;80.69;79.84;0.0;0.0;120.83;120.0;0.0;120.0;0.05757139610635553;0.07429352556492785;0.05874216427793637;-0.044121667659335964;3508207;possui registro;100,00;100,00;100,00;não;;não;não;;sim;poço artesiano;sim;poço artesiano;sim;caminhão pipa;não;não;sim
87;698;Cabrália Paulista;SP;2015;35083011;Prefeitura Municipal de Cabrália Paulista;PMCP;Local;Água e Esgoto;Administração pública direta;4390;3799;230.0;228.0;0.0;1550.0;1542.0;319340.13;;0.0;0.0;100.0;99.42;94.3;0.87;100.0;99.89;0.0;0.0;145.83;145.83;2.27;137.5;0.008695652173912993;1.0;0.9745409735428471;0.8043478260869574;3508306;possui registro;100,00;99,00;100,00;sim;Lei lei 21/2012 de 06/06/2012;parcialmente;não;;não;;não;;não;;sim;não;sim
88;705;Cabreúva;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;46528;39434;2928.02;2325.97;0.0;13378.0;11174.0;10794129.67;3102525.7;;;87.93;74.2;66.88;31.46;74.52;62.88;1.96;0.73;106.12;106.64;0.12;106.12;0.205616764912808;0.035426389141992365;0.029855767665476485;0.04084121519554547;3508405;possui registro;95,30;83,30;100,00;sim;Decreto decreto municipal 133, de 30 de janeiro de 2014 ( plano municipal de saneamento);sim, para todos os órgãos e entidades;sim;deslocamento de caminhão tanque, controle da água disponível  nos reservatórios;sim;comunicação à população, deslocamento de frota de caminhão pipa, controle de água nos reservatórios;sim;verificação e adequação de plano  de ação as características,  controle da água disponível;sim;deslocamento de caminhão pipa, controle dos reservatórios particulares, controle da água disponível;sim;não;sim
89;713;Caçapava;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;91162;78002;7886.89;5996.02;0.0;35863.0;29676.0;27107109.34;4956497.12;;;100.0;100.0;67.02;36.11;100.0;89.0;0.71;0.39;107.22;106.53;1.3;106.53;0.2397484940198228;1.0;0.21925062065600592;0.1060932404352889;3508504;possui registro;98,00;81,40;98,90;não;;parcialmente;sim;FORMAÇÃO DE BRIGADA DE INCÊNDIO PELO MUNICÍPIO;sim;POÇOS ARTESIANOS E CAMINHÃO PIPA;sim;POÇOS ARTESIANOS E CAMINHÃO PIPA;não;;sim;não;sim
90;721;Cachoeira Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;32294;26371;2391.32;1960.86;0.0;11959.0;10585.0;8608685.08;1321388.89;;;100.0;100.0;72.84;31.05;94.16;85.33;0.52;0.7;108.52;107.95;1.4;107.95;0.1800093672114147;0.24060066005452305;0.14354417575435335;0.07615759588080108;3508603;possui registro;90,00;90,00;100,00;não;;parcialmente;não;;sim;concessionaria sabesp;sim;concessionaria sabesp;não;;sim;não;sim
91;729;Caconde;SP;2015;35087011;Prefeitura Municipal de Caconde;PMC;Local;Água e Esgoto;Administração pública direta;18976;12938;2390.0;520.0;0.0;4825.0;4402.0;1380000.0;;50000.0;270000.0;99.74;89.09;0.0;78.24;69.6;60.74;0.0;100.0;100.0;100.0;0.0;100.0;0.7824267782426778;0.051317341722375134;0.12271514333413334;-0.0;3508702;possui registro;100,00;100,00;;sim;Lei 11445;sim, para todos os órgãos e entidades;sim;DIVULGAÇÃO DOS MEIOS DE COMUNICAÇÃO ALERTANDO A POPULAÇÃO QUANTO AO USO RACIONAL DA ÁGUA;sim;ATRAVES DO CONTROLE DE OPERAÇÕES DE DISTRIBUIÇÃO DE ÁGUA NOS LOCAIS DE ENSINO;sim;ATRAVES DO CONTROLE DE OPERAÇÕES DE DISTRIBUIÇÃO DE ÁGUA NOS LOCAIS DE TRATAMENTO DE SAÚDE;sim;HA PROJETO EM FASE DE LICENCIAMENTO VISANDO A IMPLANTAÇÃO DE NOVA CAPTAÇÃO DE ÁGUA BRUTA;sim;não;sim
92;737;Cafelândia;SP;2015;35088011;Prefeitura Municipal de Cafelândia;PMC;Local;Água e Esgoto;Administração pública direta;17499;15201;1211.8;1150.0;0.0;5778.0;5778.0;1715489.87;;0.0;0.0;100.0;100.0;0.0;1.86;86.87;86.87;0.0;0.0;100.0;100.0;0.0;100.0;0.050998514606370615;0.031065615121811045;0.08869706563759437;0.830004951312098;3508801;possui registro;100,00;100,00;;não;;sim, para todos os órgãos e entidades;sim;Abertura de comporta do córrego Leopoldina para complementar o abastecimento junto ao córrego Saltin;sim;Poço tubular profundo próximo as escolas.;sim;Poços Tubulares Profundos, próximos as unidades de saúde. (até 500m. de distância);sim;Utilização de Açude. Direcionado, por gravidade para a ETA.;sim;não;sim
93;744;Caiabu;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4206;3424;225.06;232.03;0.0;1643.0;1350.0;968001.53;484652.12;;;100.0;88.0;72.0;14.07;81.81;71.64;0.0;0.0;100.0;100.0;1.25;100.0;-0.030969519239314014;0.07354583234393496;0.14686582489691796;0.17540103474954843;3508900;possui registro;100,00;90,00;90,00;não;Decreto 1;parcialmente;não;;não;;sim;Palestras Educativas;não;;sim;não;sim
94;752;Caieiras;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;95780;93408;0.0;4748.55;5441.22;30985.0;23592.0;20990613.17;50175956.63;;;99.5;76.6;0.0;27.72;97.04;74.7;0.0;0.49;113.89;113.33;0.49;112.78;0.12730049510955266;0.5556778108457029;0.08213359586312591;0.47023218422921664;3509007;possui registro;92,00;86,00;0,01;sim;Lei 4792/2015(Aprova Plano de Saneamento Básico) e 4795/2015 (Plano de Gestão de Saneamento Básico);parcialmente;não;;sim;Fazendo campanhas para racional da água nas escolas e iniciando projetos, para adaptação das escolas;sim;Fornecimento de agua com carro-pipa;não;;sim;não;sim
95;760;Caiuá;SP;2015;35091011;Prefeitura Municipal de Caiuá;PMC;Local;Água e Esgoto;Administração pública direta;5560;2130;390.0;0.0;0.0;1053.0;990.0;317979.16;;80696.79;173207.98;99.2;98.59;0.0;0.0;98.92;42.79;1.95;0.0;256.67;2566.67;0.0;216.67;1.0;0.4651906472790207;0.0030128997029699135;-0.0;3509106;possui registro;100,00;99,00;99,00;não;;não;não;;não;;não;;não;;sim;não;sim
96;768;Cajamar;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;71805;70359;4413.2;4495.42;1747.82;25160.0;16966.0;23522248.21;4057079.8;;;100.0;86.9;0.0;35.03;100.0;85.15;0.0;0.48;105.49;105.39;0.87;105.28;0.2703448454963625;1.0;0.22923600337863992;0.13375695851027405;3509205;possui registro;95,00;82,00;;sim;Lei Lei Municipal  1459/2011;parcialmente;sim;Plano de Ação  Sabesp;sim;Plano de Ação de Sabesp;sim;Plano de Ação da Sabesp;sim;Plano de Ação Sabesp;sim;sim;sim
97;776;Cajati;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;28962;21151;1649.71;1386.69;0.0;9435.0;6765.0;6284497.22;3210997.8;;;100.0;77.83;65.88;28.72;75.54;56.84;0.12;0.12;113.66;113.66;0.0;113.66;0.15943408235386825;0.0527120098808851;0.05517921595809332;0.41486134254870677;3509254;possui registro;76,48;63,85;100,00;sim;Lei 1.290 de 05 de junho de 2014;parcialmente;sim;Oficinas de preparação organizadas pela COMDEC em conjunto com o SIDEC.;não;;não;;não;;sim;sim;sim
98;784;Cajobi;SP;2015;35093011;Serviço Municipal Autônomo de Água e Esgoto;SEMAE;Local;Água e Esgoto;Administração pública direta;10341;9669;771.85;697.39;0.0;3845.0;3968.0;1733277.02;;342500.0;0.0;97.67;97.67;87.9;21.04;92.81;92.81;6.26;0.0;176.25;100.0;0.0;100.0;0.09646952128004149;0.5285876206792539;0.5881554146743828;-0.0;3509304;possui registro;100,00;100,00;100,00;sim;Lei Lei nº2.107 de 10 de setembro de 2013 - PSB;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
99;791;Cajuru;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;25230;22449;1504.37;1386.8;0.0;8708.0;8469.0;6168669.7;2581173.93;;;99.87;98.23;81.74;21.41;88.86;87.4;0.76;0.0;109.79;109.79;0.95;109.79;0.07815231625198582;0.17276851498117107;0.1738917034137642;-0.0245756212869301;3509403;possui registro;97,00;94,00;98,00;sim;Lei Lei Federal 1445 de 05/01/2007;parcialmente;sim;SABESP - CAPITAÇÃO EMERGENCIAL;sim;SABESP - CAPITAÇÃO EMERGENCIAL;sim;SABESP- CAPITAÇÃO EMERGENCIAL;sim;SABESP-CAPITAÇÃO EMERGENCIAL;sim;não;sim
100;799;Campina do Monte Alegre;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5901;4993;426.47;372.9;0.0;2622.0;2028.0;1411869.14;101673.67;;;99.34;77.97;69.64;34.34;84.05;65.97;3.88;0.0;107.5;106.67;1.6;104.17;0.1256125870518443;0.1546115835126528;0.08325120659553752;3.4084613943093207;3509452;possui registro;100,00;77,00;100,00;sim;Lei Lei Municipal;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;sim;sim
101;807;Campinas;SP;2015;35095011;Sociedade de Abastecimento de Água e Saneamento;SANASA;Local;Água e Esgoto;Sociedade de economia mista com administração pública;1164098;1144081;94917.91;84165.1;0.0;358894.0;324508.0;630122165.5;131107028.83;0.0;0.0;99.53;92.46;64.27;20.79;97.81;90.87;10.25;0.71;102.6;102.6;1.59;102.6;0.113285364163623;0.5329067046855652;0.2370993528784117;0.2557196744697253;3509502;possui registro;99,53;89,19;80,00;sim;Decreto 18199/2013;sim, para todos os órgãos e entidades;sim;Plano Municipal de Recursos Hídricos, Progr. de Nascentes e Áreas Ciliares, RMUAR, Convênios, etc.;sim;frota de caminhões pipas;sim;priorização de locais através da rede do sistema de distribuição;sim;Caminhões Pipa através do 0800;sim;sim;sim
102;814;Campo Limpo Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;80847;80847;5704.55;4090.45;0.0;24240.0;17728.0;18266613.59;3682978.47;;;80.31;59.59;50.06;39.27;80.31;59.59;1.06;4.26;105.0;104.31;0.14;102.36;0.2829495753389838;0.07256508198369802;0.07728937313285428;-0.03243940084262944;3509601;possui registro;92,17;75,00;90,00;sim;Lei 500/2015;não;não;;não;;não;;não;;não;não;sim
103;822;Campos do Jordão;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;50852;50535;4702.92;3679.04;0.0;17206.0;13003.0;20597059.44;12121233.0;;;63.75;48.79;59.76;32.14;63.36;48.48;0.0;1.6;107.77;106.82;0.71;106.82;0.21771154942036008;0.03181882739271477;0.027311692565738878;0.052396341363928164;3509700;possui registro;78,00;61,30;95,00;sim;Decreto 7107/2013;parcialmente;não;;sim;em caso de emergência, utilização de caminhões tanque;sim;em caso de emergência, utilização de caminhões tanque;não;;não;não;sim
104;830;Campos Novos Paulista;SP;2015;35098011;Prefeitura Municipal de Campos Novos Paulista;PMCNP;Local;Água e Esgoto;Administração pública direta;4839;3761;246.1;0.0;0.0;1451.0;1451.0;180910.68;;0.0;0.0;98.56;98.64;0.0;0.0;99.36;99.36;0.0;0.0;1500.0;100.0;0.0;100.0;1.0;0.0;0.0;-0.0;3509809;possui registro;100,00;100,00;100,00;não;;parcialmente;não;;não;;não;;não;;sim;não;sim
105;834;Cananéia;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12604;10759;838.77;897.61;0.0;5958.0;4050.0;4525686.26;4500707.91;;;94.11;69.1;63.26;14.27;80.33;58.98;0.0;1.28;117.09;117.09;0.0;117.09;-0.0701503391871432;0.07306665941110863;0.09246924995353938;2.8127337511937918;3509908;possui registro;99,99;95,00;99,99;sim;Outro projeto;parcialmente;não;;não;;não;;não;;sim;sim;sim
106;842;Canas;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4852;4503;297.69;265.59;0.0;1662.0;1352.0;1212800.19;87862.68;;;97.65;81.57;64.8;24.54;90.62;75.7;2.31;0.0;108.33;108.33;2.31;108.33;0.10783029325808735;0.1886505717598713;0.19629725670168158;-0.3117077445698972;3509957;possui registro;75,00;75,00;75,00;sim;Lei Lei 11445/07;não;não;;não;;não;;não;;não;não;não
107;850;Cândido Mota;SP;2015;35100011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;31131;29268;2600.0;1850.0;0.0;13615.0;13440.0;4249018.09;7242.0;0.0;0.0;100.0;99.77;80.0;28.85;94.02;93.8;0.5;0.0;112.66;112.66;0.0;112.66;0.28846153846153844;0.7228002015287885;0.7334945261602521;0.14067307692307698;3510005;possui registro;100,00;99,00;99,00;não;;parcialmente;não;;não;;não;;não;;não;não;não
108;858;Cândido Rodrigues;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2780;2243;169.84;172.25;0.0;1056.0;1016.0;812571.37;94269.65;;;100.0;100.0;84.7;12.55;82.37;80.76;0.0;0.0;100.0;100.0;0.0;100.0;-0.014189825718323057;0.0699530462488704;0.04723506796328501;-42.69047338671376;3510104;possui registro;98,00;97,00;97,00;não;;parcialmente;não;;não;;não;;não;;não;não;sim
109;865;Canitar;SP;2015;35101511;Prefeitura Municipal de Canitar;PMC;Local;Água e Esgoto;Administração pública direta;4884;4626;835.0;470.0;0.0;1302.0;1025.0;262817.08;;175986.35;;98.53;98.53;20.85;43.71;93.33;93.33;8.0;2.0;100.0;100.0;0.0;100.0;0.437125748502994;0.5051852662203025;0.6395953536306681;-0.05969878424968252;3510153;possui registro;100,00;100,00;100,00;não;;não;não;;não;;não;;não;;sim;não;sim
110;870;Capão Bonito;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;47486;38895;2547.29;2185.85;0.0;15400.0;13691.0;9174406.99;681702.44;;;100.0;93.17;77.55;29.65;83.99;76.32;4.59;2.18;107.39;104.93;1.99;101.67;0.1418919714677167;0.08193860143704527;0.042165157858761175;-1.4212095998136764;3510203;possui registro;100,00;100,00;97,00;sim;Lei Lei Municipal nº 11.445 de 05/01/2007;parcialmente;não;;não;;não;;não;;sim;não;sim
111;878;Capela do Alto;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19482;16137;1453.78;1014.35;0.0;6932.0;4799.0;3958983.67;1200872.58;;;100.0;71.4;55.7;43.28;85.01;59.14;0.0;0.59;101.19;100.99;0.59;100.2;0.3022671931103743;0.23857951860455873;0.13781829716168406;0.041437159436795434;3510302;possui registro;100,00;89,50;100,00;sim;Lei 1.692/2013;sim, para todos os órgãos e entidades;sim;Capitação em manancial superficial;sim;Utilização de cisternas para captação e reuso de água evitando o uso de água potável;sim;Utilização de cisternas para captação e reuso de água evitando o uso de água potável;sim;Distribuição de água nos reservatórios através de caminhão pipa.;sim;não;sim
112;886;Capivari;SP;2015;35104011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;53152;50228;4155.0;3249.0;0.0;18525.0;17371.0;13750222.0;3670200.0;0.0;0.0;100.0;95.0;23.72;29.39;94.5;89.77;0.0;0.0;105.45;105.45;0.0;96.83;0.21805054151624548;0.2113848511586865;0.04348745103402792;0.25439756482264114;3510401;possui registro;100,00;94,00;25,00;sim;Lei Plano Municipal de Saneamento Básico - Lei 4730/2015;parcialmente;sim;Lei Municipal 4568/2014;não;;não;;não;;sim;sim;sim
113;894;Caraguatatuba;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;113317;108634;12104.18;10716.69;0.0;59318.0;44350.0;56568398.31;20905481.64;;;84.08;67.41;82.74;31.46;80.6;64.62;0.0;0.37;100.0;100.06;0.0;100.0;0.11462899593363618;0.1264643007496606;0.09385378093132667;0.3254022543610578;3510500;possui registro;97,00;78,00;100,00;sim;Outro Plano Municipal;parcialmente;sim;reservação maior;sim;Parceria com a concessionária no atendimento prioritário;sim;Parceria com a concessionária no atendimento prioritário;sim;Estão sendo previstos outros pontos de captação para o futuro;sim;sim;sim
114;902;Carapicuíba;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;392294;392294;0.0;19998.45;24860.49;106015.0;67718.0;72934722.83;13926345.07;;;100.0;76.51;27.02;19.96;100.0;76.51;0.26;0.39;100.65;100.0;1.69;100.0;0.19557297543210128;1.0;0.1345034331390556;0.36893685334315546;3510609;possui registro;100,00;67,49;42,59;sim;Outro Portaria nº 294 de 13 de Março de 2014 - Comite Diretor do Plano Municipal de Saneamento Básico;sim, para todos os órgãos e entidades;não;;sim;Abastecimento  emergencial de água potável por caminhão pipa;sim;Abastecimento de água potável por caminhão pipa;não;;sim;não;sim
115;910;Cardoso;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12281;11163;786.51;890.15;0.0;6014.0;4921.0;3570423.91;259816.48;;;100.0;89.48;70.47;7.96;97.53;81.34;0.0;0.0;104.07;103.05;0.0;102.85;-0.1317720054417617;0.5289077422736941;0.1655685503210384;-0.3495080172118396;3510708;possui registro;100,00;99,00;100,00;não;;não;sim;poços artesianos;não;;não;;sim;uso de poços artesianos;sim;não;sim
116;917;Casa Branca;SP;2015;35108011;Prefeitura Municipal de Casa Branca;PMCB;Local;Água e Esgoto;Administração pública direta;29877;24438;2622.46;2428.16;0.0;10486.0;10421.0;3289468.53;;0.0;0.0;99.03;99.03;99.18;17.23;94.0;94.0;0.44;4.99;100.0;100.0;2.47;100.0;0.07409073922957843;0.0;0.0;0.16621089766205074;3510807;possui registro;100,00;100,00;93,00;não;;parcialmente;sim;Racionamento de Água;sim;Em período de Racionamento, as escolas recebem abastecimento através de caminhão pipa.;sim;Em período de Racionamento, os postos de saúde recebem abastecimento através de caminhão pipa.;não;;sim;não;sim
117;925;Cássia dos Coqueiros;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2623;1788;148.41;134.63;0.0;841.0;761.0;612725.78;182045.85;;;100.0;99.22;77.02;23.04;72.63;67.63;0.0;0.0;125.83;120.83;0.0;120.83;0.09285088605889091;0.0731157223668273;0.059394647994238804;-0.316827453606992;3510906;possui registro;100,00;100,00;100,00;sim;Lei Lei de saneamento básico municipal;não;não;;não;;não;;não;;sim;não;não
118;933;Castilho;SP;2015;35110011;Empresa Águas de Castilho S/A;EAC;Local;Água e Esgoto;Empresa privada;19873;14997;1213.0;951.0;0.0;6798.0;6627.0;4223000.0;924129.69;0.0;0.0;100.0;98.0;98.0;30.42;75.46;73.95;0.35;0.97;268.03;113.69;0.0;114.29;0.2159934047815334;0.21346643349244768;0.20931694471486298;0.128984269805201;3511003;possui registro;100,00;98,00;100,00;sim;Decreto 3.892/2009;sim, para todos os órgãos e entidades;sim;Como o município de Castilho possui um manancial subterrâneo, não tendo risco de escassez de água.;sim;A concessionaria de água do município possui uma caminhão pipa em sua frota.;sim;A concessionaria de água do município possui uma caminhão pipa em sua frota.;sim;Como o município de Castilho possui um manancial subterrâneo, não tendo risco de escassez de água.;sim;não;sim
119;940;Catanduva;SP;2015;35111011;Superintendência de Água e Esgoto de Catanduva;SAEC;Local;Água e Esgoto;Autarquia;119480;118521;11562.2;9669.23;0.0;47216.0;46784.0;38184123.5;4009271.73;6266903.09;0.0;100.0;100.0;75.9;20.22;99.2;99.2;0.82;0.0;100.47;100.0;0.0;100.0;0.16372057220944125;2.980869273368004;3.681338835396576;0.37138907752157974;3511102;possui registro;100,00;99,80;100,00;sim;Lei Lei Municipal 5558 de 2014;parcialmente;sim;Reservação e divulgação aos municípes.;não;;sim;Reservação, divulgação e abastecimento de emergência no local.;sim;100% da água é extraída de água subterrânea. (aquífero);sim;sim;sim
120;948;Catiguá;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7603;7008;475.38;450.83;0.0;2916.0;2893.0;1911896.81;217826.09;;;100.0;100.0;83.04;16.16;98.82;98.2;0.0;0.0;100.42;100.42;0.0;100.42;0.051642896209348366;0.7436330718165342;0.6534729893394734;-0.2517388415697981;3511201;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;sim;SABESP;sim;não;sim
121;956;Cedral;SP;2015;35113011;Prefeitura Municipal de Cedral;PMC;Local;Água e Esgoto;Administração pública direta;8767;6936;817.0;491.0;0.0;3353.0;3185.0;1985063.3;;90357.93;230000.0;91.98;87.37;95.72;39.9;91.94;87.26;1.04;0.0;100.0;100.0;0.42;100.0;0.3990208078335373;0.2847105618101243;0.30596491588158425;-0.0004603345097437421;3511300;possui registro;100,00;97,00;97,00;não;;não;não;;sim;reservatório próprio em todas as escolas;sim;reservatório de água para todas as unidades;não;;sim;não;sim
122;964;Cerqueira César;SP;2015;35114011;Prefeitura Municipal de Cerqueira César;DAE;Local;Água e Esgoto;Administração pública direta;19109;17130;1662.0;0.0;0.0;7790.0;7100.0;1669659.92;;0.0;0.0;100.0;99.24;87.5;3.73;98.12;98.12;0.0;0.0;100.0;100.0;0.0;100.0;1.0;0.7022331093555076;0.4236614853195166;-0.0;3511409;possui registro;99,99;99,99;99,99;sim;;sim, para todos os órgãos e entidades;não;;sim;poços artesianos;sim;poços artesianos;sim;poços artesianos;sim;sim;sim
