;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE18;TCE20;TCE21;TCE26
145;1152;Dirce Reis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1766;1337;97.66;104.56;0.0;683.0;644.0;387793.31;103581.79;0.0;0.0;100.0;98.88;80.9;8.66;76.61;74.86;0.0;0.0;100.0;100.0;0.0;100.0;-0.07065328691378259;0.02341607563566652;0.0313518222252004;-1.9011282032343892;3513850;percentual:;100;98;100;sim;;parcialmente;não;;sim;sim;não;;sim
146;1160;Divinolândia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11547;7727;580.5;557.15;0.0;3442.0;3018.0;2156946.87;163841.6;0.0;0.0;100.0;88.81;64.2;16.92;66.92;59.43;0.43;0.65;120.57;119.53;0.43;119.79;0.04022394487510772;0.02854769529831574;0.027840125615111743;-0.11609079211881781;3513900;percentual:;100;91,6;100;não;;parcialmente;não;;não;não;não;;sim
147;1168;Dobrada;SP;2014;35140011;Prefeitura Municipal de Dobrada;PMD;Local;Água e Esgoto;Administração pública direta;8513;8323;708.1;438.51;0.0;2644.0;2549.0;488241.06;;163084.0;;100.0;100.0;80.0;26.36;97.77;97.77;3.37;0.0;107.69;105.24;0.0;21.79;0.38072306171444714;0.8340076401102128;0.8498235166681642;-0.05756406031790877;3514007;percentual:;100;100;100;não;;não;não;;sim;sim;não;;não
148;1176;Dois Córregos;SP;2014;35141011;Serviço Autônomo de Água e Esgoto de Dois Córregos;SAAEDOCO;Local;Água e Esgoto;Autarquia;26324;24926;2706.0;1866.0;0.0;9589.0;9150.0;4245047.48;62288.97;0.0;0.0;94.06;93.62;80.0;41.8;94.06;88.65;1.85;1.15;138.89;138.89;3.6;104.17;0.31042128603104213;0.21413090988562666;0.46001616012878194;0.08375126194622991;3514106;percentual:;100;98;100;sim;;sim, para todos os órgãos e entidades;sim;Campanhas em meios de comunicação sobre desperdicio de agua potavel e penalizações quando necessario;sim;não;sim;Possiveis explorações de fontes novas que não são utilizadas no município;sim
149;1184;Dolcinópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2145;1995;157.82;155.91;0.0;990.0;953.0;572458.73;69435.07;0.0;0.0;100.0;100.0;83.0;15.56;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.012102395133696597;1.0;1.0;0.651577227622069;3514205;percentual:;100;100;100;não;;não;não;;não;não;não;;sim
150;1192;Dourado;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;8890;8126;740.06;613.96;0.0;3737.0;3563.0;2447178.0;1595672.39;0.0;0.0;100.0;100.0;81.11;27.54;94.08;93.06;0.0;0.0;101.33;101.33;1.99;100.33;0.17039158987109138;0.2319114305871111;0.20851164895833785;0.30985308243674775;3514304;percentual:;100;100;95;sim;Lei NÚMERO = 1.472 DE 10/11/2014;não;não;;não;não;não;;sim
151;1200;Dracena;SP;2014;35144011;Empresa de Desenvolvimento, Água, Esgoto e Pavimentação de Dracena;EMDAEP;Local;Água e Esgoto;Empresa pública;45600;42109;4083.88;3565.75;0.0;19857.0;18334.0;8503832.81;308265.92;0.0;0.0;100.0;100.0;92.0;21.34;100.0;92.34;0.91;0.0;123.89;100.44;0.0;100.83;0.12687199427994944;1.0;0.2652322386860254;-2.891525145844545;3514403;percentual:;99,99;95,99;95,99;não;;sim, para todos os órgãos e entidades;não;;sim;sim;sim;caminhão Pipa, e Cidades resilientes.;sim
152;1208;Duartina;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12576;11289;901.93;786.05;0.0;4876.0;4683.0;3102527.43;448307.34;0.0;0.0;100.0;99.78;82.12;24.97;89.77;89.57;0.58;1.18;136.11;134.52;0.0;132.54;0.12848003725344537;0.16524985365530379;0.13895181826274958;0.47492752803056437;3514502;percentual:;100;100;100;não;;parcialmente;não;;sim;não;sim;TRATAMENTO E FORNECIMENTO DE ÁGUA PELA SABESP;não
153;1216;Dumont;SP;2014;35146011;Prefeitura Municipal de Dumont;PMD;Local;Água e Esgoto;Administração pública direta;9028;8708;1640.0;750.0;0.0;2700.0;2700.0;488843.91;;0.0;0.0;99.91;99.91;93.33;54.27;96.37;96.37;0.0;0.0;100.0;100.0;0.0;100.0;0.5426829268292683;0.15037371073696668;0.15037371073696668;0.050304878048780366;3514601;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;não
154;1224;Echaporã;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6352;5059;417.74;363.36;0.0;2217.0;2115.0;1591727.29;201793.74;0.0;0.0;100.0;100.0;79.87;23.45;82.13;79.85;0.83;0.0;100.0;100.0;0.83;100.0;0.13017666491118873;0.11551599192534012;0.10707420122298084;-0.2646669550838249;3514700;percentual:;100;100;100;sim;Lei LEI MUNICIPAL;sim, para todos os órgãos e entidades;não;;sim;sim;não;;sim
155;1232;Eldorado;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15289;7524;565.33;499.62;0.0;3463.0;2825.0;2169120.57;1424213.06;0.0;0.0;100.0;85.74;72.63;26.94;51.06;42.19;0.31;3.98;121.11;121.11;0.0;121.11;0.11623299665681996;0.018046178694169232;0.035385884924434556;0.6391736168988744;3514809;percentual:;80;0;60;sim;Lei Lei 1177/14 INSTITUI O PLANO DE SANEAMENTO BÁSICO DESTINADO À EXECUÇÃO DOS SERVIÇOS DE ABASTECIMENTO;parcialmente;não;;sim;não;não;;sim
156;1240;Elias Fausto;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16926;13474;970.71;869.3;0.0;4925.0;4753.0;3816261.28;1130130.92;0.0;0.0;96.0;91.09;80.22;20.37;76.42;72.51;1.08;0.0;106.32;106.32;0.0;105.46;0.10446992407619171;0.1422404452226446;0.12566971667436436;-0.4314677043317147;3514908;percentual:;80;80;100;não;;parcialmente;não;;não;não;não;;não
157;1252;Embaúba;SP;2014;35149511;Semae Ambiental Embauba;SEMAE;Local;Água e Esgoto;Administração pública direta;2484;2112;290.0;140.0;0.0;832.0;832.0;360000.0;;0.0;0.0;100.0;100.0;78.2;54.14;85.02;85.02;8.95;0.0;147.27;147.27;0.0;147.27;0.5172413793103448;;;;3514957;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
158;1267;Embu-Guaçu;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;66792;65011;1516.82;2745.01;3389.17;17532.0;8167.0;10795082.02;6333911.0;0.0;0.0;77.83;44.68;38.15;53.46;75.75;43.49;5.35;1.71;101.97;101.86;1.51;101.53;0.44047786481423723;0.15506082891885203;0.07351124668325854;0.005146886488626378;3515103;percentual:;80,53;35;100;sim;Lei 2483 de 06/10/2011;não;não;;sim;sim;sim;Plano da Sabesp;não
159;1275;Emilianópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3162;2614;185.08;179.68;0.0;1179.0;1157.0;695420.43;108141.62;0.0;0.0;100.0;100.0;82.82;16.24;83.81;83.02;0.0;0.0;100.0;100.0;0.83;100.0;0.029176572293062475;0.06179110904018455;0.0558569867369212;0.3203552779268936;3515129;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;não
160;1283;Engenheiro Coelho;SP;2014;35151511;Serviço de Água e Esgoto de Engenheiro Coelho;SAEEC;Local;Água e Esgoto;Autarquia;18153;13277;1411.6;717.84;0.0;3741.0;3681.0;1500814.0;0.0;0.0;0.0;100.0;98.38;97.44;49.15;73.14;71.96;0.0;0.82;100.0;100.0;0.0;100.0;0.4914706715783508;0.04117672654155804;0.04079334750866131;-0.10480288292901976;3515152;percentual:;100;100;100;sim;;parcialmente;não;;não;não;não;;não
161;1291;Espírito Santo do Pinhal;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;43756;38888;2861.46;2726.28;0.0;15320.0;14927.0;11820138.34;2011885.9;0.0;0.0;99.97;99.97;81.11;16.76;88.85;88.85;4.65;0.16;108.16;108.16;0.0;108.16;0.04724161791532988;0.08993897160088331;0.10765877378446845;0.6755853671529951;3515186;percentual:;100;98;100;não;;sim, para todos os órgãos e entidades;sim;CAMPANHA DE EDUCAÇÃO AMBIENTAL VOLTADA PARA O TEMA E LEGISLAÇÃO;não;não;sim;APESAR DE NÃO SER DENOMINADO UM PLANO, A SABESP E A PREFEITURA REALIZAM DISTRIBUIÇÃO POR CAMINHAO PI;sim
162;1299;Espírito Santo do Turvo;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4574;3912;374.39;247.71;0.0;1526.0;1483.0;959488.02;94641.29;0.0;0.0;100.0;99.85;82.22;43.29;85.53;85.4;2.05;0.0;121.67;120.83;0.69;120.0;0.3383637383477123;0.05143857201279802;0.04158256312192359;-0.16757659344266887;3515194;percentual:;100;98;100;não;;sim, para todos os órgãos e entidades;sim;Auxilio  prestado com caminhões pipa por empresas terceirizadas CART;sim;sim;não;;sim
163;1307;Estiva Gerbi;SP;2014;35573011;Prefeitura Municipal de Estiva Gerbi;PMEG;Local;Água e Esgoto;Administração pública direta;10772;8592;1244.16;553.47;0.0;3390.0;3375.0;1275516.81;;20979.45;0.0;99.03;99.03;0.0;62.53;78.99;78.99;10.13;0.5;107.75;133.02;0.0;43.37;0.5551456404320988;0.11223980029106763;0.09842393690407486;-0.09833823646338552;3557303;percentual:;100;100;;não;;sim, para todos os órgãos e entidades;sim;Existe uma Lei Municipal referente ao uso racional da água, com aplicação de multas.;sim;sim;sim;Desassoriamento do reservatório de capitação;sim
164;1323;Estrela do Norte;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2756;2176;148.41;148.66;0.0;907.0;880.0;2252747.23;231943.7;0.0;0.0;100.0;100.0;82.67;11.65;80.48;82.26;0.0;0.0;100.0;100.0;0.0;100.0;-0.0016845226062933705;0.3471932981327985;0.3853892143901569;1.1537843086833812;3515301;percentual:;100;100;100;sim;Lei Plano Municipal de Gerenciamento integrado de residuos sólidos;parcialmente;sim;Possui funcionários com cursos de Brigada de  Incêndio;sim;sim;sim;Em caso de escassez de água a SABESP disponibiliza caminhões pipas com água potável;sim
165;1331;Euclides da Cunha Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;9685;6175;486.42;432.27;0.0;2869.0;2456.0;1657008.1;162771.64;0.0;0.0;100.0;95.0;74.16;22.15;68.6;60.57;0.54;0.0;100.0;100.0;0.27;100.0;0.11132354755149876;0.09133584421505359;0.07412500870038773;0.31627331364742123;3515350;percentual:;100;100;100;sim;Lei Nao se encontra nos arquivos.;não;não;;sim;sim;sim;A água que abastece o municipio é canalizada por poço artesiano.;não
166;1339;Fartura;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15925;12721;858.94;916.26;0.0;5506.0;5349.0;3682620.19;587678.01;0.0;0.0;100.0;100.0;80.57;7.03;81.46;80.65;0.0;0.82;128.47;127.08;0.0;122.92;-0.06673341560528079;0.1237636230011315;0.11878914245042389;-130.7273135104173;3515400;percentual:;100;98;98;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
167;1347;Fernandópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;67836;65758;6024.88;5430.97;0.0;30439.0;29751.0;23290770.83;5527992.02;0.0;0.0;100.0;100.0;82.02;20.5;99.88;99.83;0.23;0.0;101.53;101.53;0.0;101.53;0.09857623720306463;0.9623979157581849;0.9513635069795686;-0.09904792152026703;3515509;percentual:;100;98;100;não;;parcialmente;não;;não;não;não;;sim
168;1355;Fernando Prestes;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5748;4880;386.51;372.33;0.0;2224.0;2110.0;1425626.66;1198133.61;0.0;0.0;100.0;100.0;64.35;15.79;88.08;87.67;0.0;0.0;100.83;100.83;0.0;100.83;0.036687278466275175;0.21615861519210702;0.18419112586033518;-9.748790252864836;3515608;percentual:;100;100;100;sim;Outro Elaborado pela Sabesp;parcialmente;não;;não;não;não;;sim
169;1363;Fernão;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1658;902;54.91;62.19;0.0;407.0;384.0;254122.97;23933.32;0.0;0.0;99.0;96.9;83.54;4.61;53.86;52.71;6.9;0.0;120.83;120.0;2.11;118.33;-0.13258058641413228;0.022430147851155602;0.03365921876895766;-0.0013026724648066558;3515657;percentual:;100;98;100;não;;sim, para todos os órgãos e entidades;sim;Treinamento com a Brigada contra incêndios florestais junto ao corpo de bombeiros;sim;sim;sim;Plano preventivo, a produção sempre é maior que a necessidade da população.;sim
170;1371;Ferraz de Vasconcelos;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;182544;174353;0.0;9061.73;11906.75;48017.0;38963.0;38441934.77;6396309.39;0.0;0.0;99.98;85.0;36.55;27.86;95.49;81.19;0.0;0.0;107.26;107.26;0.6;107.26;0.2389417767232872;0.3958606107140809;0.12401866791305875;0.26159693145141794;3515707;percentual:;95;80;80;não;;parcialmente;não;;não;não;não;;não
171;1379;Flora Rica;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1666;1348;103.02;100.34;0.0;694.0;645.0;393502.16;54206.63;0.0;0.0;100.0;98.89;83.61;17.87;80.91;80.01;0.0;0.0;100.0;100.0;0.0;100.0;0.026014366142496526;0.04099724716120283;0.03589606695574345;0.8742065243997994;3515806;percentual:;100;100;100;não;;parcialmente;sim;Realiza orientação aos municípes para economizar água.;sim;sim;não;;sim
172;1387;Floreal;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3027;2458;202.02;203.51;0.0;1212.0;1179.0;794519.55;308046.34;0.0;0.0;100.0;100.0;83.62;10.04;84.97;84.74;0.0;0.0;100.0;100.83;0.0;100.83;-0.007375507375507295;0.313714660733244;0.309129462434298;1.0774586547118727;3515905;percentual:;100;100;100;sim;Outro PLANO DE SANEAMENTO BASICO;parcialmente;não;;não;não;não;;sim
173;1395;Flórida Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13854;10931;763.12;713.45;0.0;4575.0;4402.0;2724998.05;277427.03;0.0;0.0;100.0;100.0;83.63;18.34;80.01;78.9;1.49;0.0;100.21;100.21;0.21;100.0;0.06508805954502561;0.05770648483153103;0.03760584219927968;0.07113325792687598;3516002;percentual:;100;100;85;não;;parcialmente;sim;EQUIPE COM 7 BRIGADISTAS CAPACITADOS P/ COMBATE A INCENDIOS E REDUÇÃO RISCOS - ESTIAGEM;sim;sim;sim;4 reservatórios com capacidade de suprir a necessidade da população urbana por 12 hrs e 2 em Distrit;sim
174;1403;Florínia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2821;2505;189.09;176.83;0.0;1146.0;1096.0;760318.32;55644.42;0.0;0.0;92.02;89.02;84.26;19.01;81.71;79.05;0.0;0.0;100.0;100.0;0.0;100.0;0.06483685017716423;0.06556872773182966;0.06139642687061968;0.15936886024549582;3516101;percentual:;98;98;98;não;;parcialmente;não;;sim;não;não;;sim
175;1411;Franca;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;339461;333501;26886.63;23245.45;0.0;132264.0;129087.0;100515987.29;66975298.29;0.0;0.0;100.0;100.0;98.0;24.68;99.99;100.0;0.14;0.29;105.07;104.77;0.58;104.52;0.1354271621248182;0.9958588667057212;1.0;-0.003335745092828703;3516200;percentual:;100;100;98,8;não;;sim, para todos os órgãos e entidades;sim;14;sim;sim;sim;O fornecimento será realizado por meio de caminhões tanque (pipa).;sim
176;1419;Francisco Morato;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;166505;166167;0.0;7260.98;12763.13;48113.0;19857.0;25554209.05;24135461.17;0.0;0.0;93.3;50.0;0.0;47.07;93.11;49.9;0.0;0.82;113.27;112.35;0.84;109.88;0.43109723085167984;0.3595783136324094;0.04333099271330558;0.08506801014329973;3516309;percentual:;99;40;0;não;;parcialmente;não;;não;não;não;;não
177;1427;Franco da Rocha;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;143817;132496;1047.3;7719.61;9544.19;42922.0;26735.0;43947802.22;16549408.11;0.0;0.0;100.0;70.0;0.0;23.92;95.91;64.49;0.0;0.92;110.35;109.6;1.4;108.08;0.2711497626868363;0.5929224696823421;0.10646408338655887;0.23327476219510854;3516408;percentual:;96,47;71,14;0;sim;Lei 851/2012;parcialmente;não;;sim;não;não;;não
178;1435;Gabriel Monteiro;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2790;2325;173.37;179.98;0.0;1134.0;1099.0;719714.67;152163.25;0.0;0.0;100.0;100.0;82.88;9.49;85.84;85.84;0.0;0.0;100.0;100.0;0.0;100.0;-0.03812655015285227;0.2807018172565912;0.2926384919163049;1.4586258122553326;3516507;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;sim;Brigada de incêndio, Caminhão Pipa para socorrer focos de incêndio e falta de água.;sim;sim;não;;sim
179;1443;Gália;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6956;5184;457.51;363.75;0.0;2304.0;2212.0;1428367.43;107450.6;0.0;0.0;100.0;99.27;81.87;31.25;74.53;73.98;1.41;0.71;118.33;117.5;2.14;116.67;0.20493541124784154;0.03315435704213133;0.037128837098189156;-0.05058488169359869;3516606;percentual:;99,97;99,97;99,97;sim;Lei 2,241;parcialmente;não;;não;não;não;;sim
180;1451;Garça;SP;2014;35167011;Serviço Autônomo de Água e Esgotos;SAAE;Local;Água e Esgoto;Autarquia;44506;40456;3693.77;2600.79;0.0;17360.0;16549.0;9542943.86;1253601.44;0.0;0.0;100.0;100.0;90.0;29.59;90.9;90.9;0.0;0.0;200.0;100.0;0.0;100.0;0.2958982286390327;0.2279078451104235;0.24821658740943162;0.10653289821388133;3516705;percentual:;100;99,98;100;não;;não;sim;Lei Municipal 4.957/2014;não;não;não;;sim
181;1459;Gastão Vidigal;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4534;4061;228.37;227.89;0.0;1375.0;1344.0;859951.2;58261.06;0.0;0.0;98.2;96.21;83.27;12.05;87.96;86.17;2.48;0.0;100.83;100.83;0.0;100.83;0.0021018522573018616;0.07835050628091182;0.05269917376600025;0.9714127828764509;3516804;percentual:;100;99;100;não;;parcialmente;sim;O Kit Estiagem, mas município não teve nenhuma ocorrência até o momento.;sim;não;não;;sim
182;1467;Gavião Peixoto;SP;2014;35168511;Prefeitura Municipal de Gavião Peixoto;PMGP;Local;Água e Esgoto;Administração pública direta;4662;3772;63.5;0.0;63.5;1500.0;500.0;8550.0;;0.0;0.0;92.79;92.79;0.0;50.0;99.42;99.42;27.03;0.0;100.0;100.0;27.78;100.0;1.0;;;;3516853;percentual:;100;100;;sim;Lei Dispoe sobre diretrizes e normas para a proteçao e recuperaçao de manancias de interesse local;não;não;;não;não;não;;não
183;1472;General Salgado;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10966;9337;740.63;764.28;0.0;4643.0;4121.0;2906803.5;200232.41;0.0;0.0;100.0;100.0;77.9;10.73;95.11;91.53;0.53;0.0;101.06;100.53;0.0;100.0;-0.03193227387494435;0.35952315734628404;0.29944027267038203;-0.37709309060691515;3516903;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
184;1479;Getulina;SP;2014;35170011;Prefeitura Municipal de Getulina;PMG;Local;Água e Esgoto;Administração pública direta;11249;8709;900.0;600.0;0.0;3518.0;3518.0;204324.85;;88125.47;;100.0;98.37;88.89;;77.42;76.9;0.0;0.0;54.81;54.81;0.0;54.81;0.33333333333333337;0.0;0.0;0.11111111111111101;3517000;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;sim;Conscientização do uso racional da água e contra seu desperdício.;não;não;não;;sim
185;1486;Glicério;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4759;3505;313.38;298.37;0.0;1542.0;1488.0;737387.01;172890.49;0.0;0.0;89.07;88.56;81.52;13.74;65.6;65.22;0.71;0.0;100.71;100.71;0.0;100.71;0.047897121705277934;0.07228005372733375;0.06811439190138181;0.8805809543788414;3517109;percentual:;96;96;100;sim;Decreto 2136 de 11/09/2013;parcialmente;não;;não;não;não;;sim
186;1492;Guaiçara;SP;2014;35172011;Prefeitura Municipal de Guaiçara;PMG;Local;Água e Esgoto;Administração pública direta;11511;10458;829.79;752.7;0.0;3867.0;3701.0;602226.58;;124160.0;;100.0;100.0;97.39;9.29;90.85;90.85;0.53;1.85;84.37;4.02;0.0;5.62;0.09290302365658776;0.1373301719461426;0.12035456847847255;0.6439862991991248;3517208;percentual:;100;100;100;sim;Lei PLANO MUNICIPAL DE SANEAMENTO BASICO  LEI 2391 DE 14/12/2012;parcialmente;sim;Através de ações preventivas contra fogo;sim;sim;sim;Caminhão Pipa;sim
187;1499;Guaimbê;SP;2014;35173011;Prefeitura Municipal de Guaimbê;PMG;Local;Água e Esgoto;Administração pública direta;5676;4959;290.0;220.0;0.0;2010.0;2010.0;213023.41;;0.0;0.0;95.58;95.58;75.36;3.45;95.58;95.58;8.33;8.33;100.0;100.0;8.33;100.0;0.24137931034482762;0.39228401395444246;0.39228401395444246;-5.758620689655176;3517307;percentual:;100;100;100;não;;parcialmente;não;;sim;não;não;;sim
188;1506;Guaíra;SP;2014;35174011;Departamento de Esgoto e Água de Guaíra;DEAGUA;Local;Água e Esgoto;Autarquia;39567;38144;5419.3;3837.91;0.0;17133.0;17115.0;5773893.12;868198.64;0.0;33731.92;100.0;100.0;86.27;34.33;100.0;100.0;0.08;0.01;196.46;368.15;0.0;217.45;0.2918070599523924;1.0;1.0;0.08863265174041271;3517406;percentual:;100;100;100;sim;Lei LEI ORDINARIA MUNICIPAL 2643 DE 23/12/2013;não;não;;sim;sim;não;;sim
189;1514;Guapiaçu;SP;2014;35175011;Prefeitura Municipal de Guapiaçu;PMG;Local;Água e Esgoto;Administração pública direta;19728;17449;1815.79;1120.82;0.0;5872.0;5577.0;1283173.0;;0.0;0.0;100.0;91.7;80.0;15.01;88.45;81.1;7.06;0.61;100.0;100.0;0.46;100.0;0.3827369905110173;0.2561169827711018;0.25591181515915196;-1.3858161162096123;3517505;percentual:;100;90;100;não;;parcialmente;sim;Curso de estiagem da brigada e atenção dos funcionários em caso de incêndio em zona rural.;sim;sim;não;;sim
190;1522;Guapiara;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18002;7235;925.85;611.7;0.0;4634.0;2464.0;1990451.92;992386.03;0.0;0.0;100.0;87.98;38.4;47.87;55.53;35.36;2.83;0.9;122.62;120.63;1.33;119.74;0.3393098234055192;0.027515444093883182;0.014656579524341679;-0.08636149340283017;3517604;percentual:;63;80;73;sim;Lei índice de qualidade da água;parcialmente;não;;não;não;sim;barragens e poços artesianos;não
191;1530;Guará;SP;2014;35177011;Águas de Guará Ltda;GUARA;Local;Água e Esgoto;Empresa privada;20823;20157;2127.76;1444.99;0.0;7117.0;7020.0;4594005.27;280905.22;0.0;0.0;100.0;100.0;80.0;41.51;96.8;96.8;0.0;0.0;258.38;258.38;0.0;100.0;0.3208867541452044;0.3003514463368472;0.016944405545441788;0.00035279082490826086;3517703;percentual:;100;100;100;não;;não;não;;não;não;não;;sim
192;1538;Guaraçaí;SP;2014;35178011;Autarquia Municipal de Saneamento Ambiental de Guaraçaí;SAG;Local;Água e Esgoto;Autarquia;8555;6749;618.0;503.0;0.0;3150.0;3023.0;1218625.2;56424.0;0.0;0.0;98.59;98.59;80.08;22.01;79.73;78.13;3.33;0.0;99.34;99.34;0.0;100.29;0.18608414239482196;0.0418743402152277;0.042977072882279664;0.101314568124232;3517802;percentual:;80,6;76,6;100;sim;Lei Lei 2.579 de 11 de dezembro de 2012;sim, para todos os órgãos e entidades;não;;não;sim;não;;sim
193;1546;Guaraci;SP;2014;35179011;Prefeitura Municipal de Guaraci;PMG;Local;Água e Esgoto;Administração pública direta;10683;9560;893.0;815.0;0.0;3837.0;3147.0;946194.71;;348855.48;0.0;95.71;95.71;80.25;8.73;93.38;93.38;0.72;0.67;100.0;100.0;0.0;100.0;0.08734602463605823;0.04225100390249417;1.7749259411903884;0.10013281595874894;3517901;percentual:;100;100;95;não;;não;não;;não;não;não;;sim
194;1562;Guarantã;SP;2014;35181011;Prefeitura Municipal de Guarantã;PMG;Local;Água e Esgoto;Administração pública direta;6640;5663;290.0;0.0;0.0;1877.0;1877.0;317918.2;;21493.8;0.0;98.89;98.89;100.0;0.0;84.83;85.29;9.67;9.67;100.0;100.0;100.0;100.0;1.0;;;;3518107;percentual:;90;100;100;sim;;parcialmente;sim;Com a regularização do Sist. de Abastecimento de Água, formulou-se um Plano de Perdas.;sim;sim;sim;Conseguido via FEHIDRO. existe um Plano de Perdas de Água com reservatórios maiores que o necessário;sim
