;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE05;TCE06;TCE07;TCE08;TCE09;TCE11;TCE12;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE22;TCE23;TCE24;TCE25;TCE26;TCE28;TCE29
67;536;Bilac;SP;2017;35064011;Prefeitura Municipal de Bilac;PMB;Local;Água e Esgoto;Administração pública direta;7837;7207;550.0;548.0;0.0;3395.0;3365.0;808455.92;;0.0;;100.0;100.0;88.24;7.27;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.0036363636363636598;1.0;1.0;-0.0;3506409;Sim;100;Não;;9,7;9,7;Sim;;;Não;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
68;542;Birigui;SP;2017;35065011;Prefeitura Municipal de Birigui;PMB;Local;Água e Esgoto;Administração pública direta;120692;117094;13202.99;8734.03;6815.84;47480.0;46364.0;26893303.28;;205528.11;;100.0;100.0;99.24;44.74;100.0;100.0;0.18;4.84;104.05;99.89;0.31;106.22;0.5637092677244375;1.0;1.0;-0.502214710721097;3506508;Sim;100;Sim;Lei Municipal |#| 6436/17;8;8;Sim;;;Parcialmente;Sim;Operação Corta Fogo;Sim;caixa de água em todas as unidades escolares municipais;Não;;Não;;Sim;;;;Sim;Não;Não
69;550;Biritiba-Mirim;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;31793;27287;1174.61;1057.14;0.0;7456.0;6550.0;6155445.41;1414028.23;0.0;0.0;64.57;56.52;68.14;28.64;55.42;48.51;0.0;0.13;126.76;126.76;0.0;126.76;0.1000076621176389;0.021375098079337903;0.036449963963243785;-0.1671206854316992;3506607;Não;;Não;;4,5;5,7;Não;concessão;20;Não;Não;;Não;;Não;;Não;;Não;sabesp;concessão;20;Sim;Não;Sim
70;561;Bocaina;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12040;11094;956.56;798.26;0.0;4983.0;4698.0;4463897.08;95942.71;0.0;0.0;100.0;100.0;98.94;28.12;100.0;97.43;0.0;0.0;106.18;105.65;0.0;105.11;0.1654888349920548;1.0;0.31881544502617926;-0.08712481776951408;3506805;Sim;100;Não;;9,7;9,8;Não;Contrato de Programa;30;Parcialmente;Não;;Sim;Programas educacionais.;Não;;Não;;Não;Sabesp.;Contrato de Programa;30;Sim;Não;Sim
71;569;Bofete;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11236;7164;576.85;502.23;0.0;3412.0;3036.0;2636437.79;95757.22;0.0;0.0;94.4;85.4;92.37;31.18;60.19;54.45;0.82;0.0;101.87;101.46;0.41;101.46;0.12935771864436163;0.022099775661024605;0.02607604350655387;0.04842289668489879;3506904;Sim;100;Sim;Lei |#| 2121/2013;9,7;8;Não;Concessão;30;Parcialmente;Sim;A concessionária possui captação alternativa para garantir o abastecimento de água à população;Sim;A concessionária possui plano de contingenciamento de emergência;Sim;A concessionária possui plano de contingenciamento de emergência;Não;;Não;SABESP;Concessão;30;Sim;Sim;Sim
72;577;Boituva;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;57910;54475;3863.53;3489.54;0.0;19991.0;16967.0;19738916.96;652829.36;0.0;0.0;82.91;70.98;73.1;22.82;78.0;66.77;0.0;1.0;102.38;102.38;0.5;102.21;0.09680007661387391;0.08902191474377563;0.060419849353454916;0.10191996667458018;3507001;Sim;99;Sim;Lei |#| 2202;6;5,9;Não;Contrato de Programa;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Não;Sim
73;585;Bom Jesus dos Perdões;SP;2017;35071011;Prefeitura Municipal de Bom Jesus dos Perdoes;PMBJP;Local;Água e Esgoto;Administração pública direta;24023;21180;1612.02;1128.41;0.0;7808.0;6270.0;0.0;;0.0;0.0;96.98;99.26;0.0;29.99;90.0;87.51;0.0;0.0;100.0;100.0;0.0;100.0;0.30000248135879204;0.1896211728074729;0.21699272847473158;0.11220186300652674;3507100;Sim;83;Sim;Lei Ordinária |#| 2306;1,6;1,6;Sim;;;Não;Não;;Não;;Não;;Sim;Captação emergencial do Rio Atibainha;Sim;;;;Não;Sim;Sim
74;591;Bom Sucesso de Itararé;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3888;2646;167.64;125.1;0.0;959.0;858.0;692478.44;46877.72;0.0;0.0;84.85;80.73;96.5;42.01;57.74;54.94;0.75;0.0;110.83;110.0;0.0;108.33;0.25375805297065135;0.030391204092481826;0.016766715597562203;0.3476398377572157;3507159;Sim;80;Não;;8,2;7,2;Não;Contrato de Concessão;30;Não;Não;;Não;;Não;;Não;;Não;Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Contrato de Concessão;30;Sim;Não;Sim
75;599;Borá;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;839;653;52.88;56.38;0.0;380.0;373.0;308667.72;11007.64;0.0;0.0;100.0;100.0;100.0;13.43;100.0;99.76;1.67;0.0;100.0;99.17;0.83;100.0;-0.06618759455370649;1.0;0.5270498732037189;5.419353296120456;3507209;Sim;100;Sim;lei nº |#| 719/2016;10;10;Não;sabesp;30;Não;Não;;Não;;Não;;Não;;Não;sabesp;Contrato de programa;30;Não;Não;Não
76;607;Boracéia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4717;4230;333.67;285.83;0.0;1747.0;1730.0;1794338.54;274388.69;0.0;0.0;100.0;100.0;100.0;22.81;100.0;99.94;0.0;0.0;100.0;100.0;0.0;100.0;0.14337519105703245;1.0;0.9955045474231267;-0.5319154754163076;3507308;Sim;100;Sim;Lei Municipal |#| 1.647/11;9,8;8,2;Não;Contrato de Programa.;30;Sim, para todos os órgãos e entidades;Não;;Sim;A SABESP controla a qualidade da água em todo o sistema de abastecimento, desde os mananciais até o cavalete do imóvel dos clientes, coletando amostras e realizando análises diariamente, conforme preconizado na legislação vigente. Para isso, possui laboratórios de controle sanitários, certificados pela ISO 9001 e ou acreditados pela ISO 17025.;Sim;A SABESP controla a qualidade da água em todo o sistema de abastecimento, desde os mananciais até o cavalete do imóvel dos clientes, coletando amostras e realizando análises diariamente, conforme preconizado na legislação vigente. Para isso, possui laboratórios de controle sanitários, certificados pela ISO 9001 e ou acreditados pela ISO 17025.;Sim;A SABESP controla a qualidade da água em todo o sistema de abastecimento, desde os mananciais até o cavalete do imóvel dos clientes, coletando amostras e realizando análises diariamente, conforme preconizado na legislação vigente. Para isso, possui laboratórios de controle sanitários, certificados pela ISO 9001 e ou acreditados pela ISO 17025.;Não;SABESP;Contrato de Programa.;30;Sim;Sim;Sim
77;615;Borborema;SP;2017;35074011;Prefeitura Municipal de Borborema;PMB;Local;Água e Esgoto;Administração pública direta;15791;14232;1540.0;1043.0;0.0;7467.0;6869.0;2898149.47;;56218.0;0.0;100.0;100.0;99.45;41.43;90.13;90.13;0.0;1.14;50.0;50.0;0.38;50.0;0.32272727272727275;0.39905934350229305;0.3939691929783159;-0.0007805325987143921;3507407;Sim;100;Sim;Lei Municipal |#| 3.100;10;7,7;Sim;;;Parcialmente;Sim;Curso do Corpo de Bombeiros, conscientização através de distribuição de panfletos, publicações em jornais sobre os riscos das queimadas e uso racional da água.;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
78;625;Botucatu;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;142546;137340;13489.73;10379.93;0.0;60774.0;56216.0;65421316.76;2920178.43;0.0;0.0;100.0;97.91;91.96;36.75;100.0;94.33;0.36;0.59;101.02;101.08;0.59;100.9;0.23053092982587486;1.0;0.27286194144492354;-0.06804110741989328;3507506;Sim;98,96;Sim;9275/12 |#| 9275/2012;9,9;9,9;Não;Eles são realizados através de contrato com a SABESP.;20;Parcialmente;Sim;Existe um plano de contingência que prevê ações a serem tomadas pela defesa civil nesse período.;Sim;o mesmo plano do município.;Sim;o mesmo plano do município.;Sim;o mesmo plano do município.;Não;SABESP;Eles são realizados através de contrato com a SABESP.;20;Sim;Não;Sim
79;633;Bragança Paulista;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;164163;159141;11782.75;10283.38;0.0;56556.0;49690.0;60722637.8;5952749.81;0.0;0.0;97.59;87.55;69.87;27.48;94.6;84.87;0.0;0.28;106.77;106.85;0.28;106.85;0.12725127835182792;0.29099421145664467;0.1604531265687908;0.020944744392797397;3507605;Sim;91,78;Sim;Lei complementar |#| 708/2011;8,5;8,1;Não;Nao foi apresentado nenhum instrumento juridico vigente em 2017. O ultimo contrato firmado com a Sabesp foi em 1979, tendo vencido a vigencia em 2009.;30;Sim, para todos os órgãos e entidades;Sim;São Planos elaborados diretamente junto à SABESP.;Sim;São Planos elaborados diretamente junto à SABESP.;Sim;São Planos elaborados diretamente junto à SABESP.;Sim;São Planos elaborados diretamente junto à SABESP.;Não;Sabesp;Nao foi apresentado qualquer instrumento juridico que preveja tais serviços, em vigencia no exercicio de 2017, pois o contrato com a Sabesp foi firmado em 1979 e venceu em 2009.;30;Sim;Não;Sim
80;641;Braúna;SP;2017;35077011;Serviço Autônomo de Saneamento Ambiental de Braúna;SASB;Local;Água e Esgoto;Autarquia;5557;4859;295.0;288.0;0.0;2118.0;2118.0;855660.1;0.0;0.0;0.0;98.15;98.15;80.42;0.69;87.62;85.82;0.26;0.0;100.0;100.0;0.0;100.0;0.023728813559321993;0.1528635010235099;0.19356792792676675;-0.15480225988700527;3507704;Sim;100;Não;;9,7;9,7;Sim;;;Sim, para todos os órgãos e entidades;Sim;BRIGADA DE INCÊNDIO MUNICIPAL;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
81;648;Brejo Alegre;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2812;2306;179.27;166.91;0.0;1028.0;834.0;828825.05;55791.41;0.0;0.0;100.0;85.26;83.78;18.66;84.28;69.91;0.0;0.0;100.83;100.83;0.0;100.83;0.0689462821442518;0.07701797512542377;0.02445902212892504;-0.36047743133623605;3507753;Sim;100;Sim;LEI |#| 513;7,6;7,3;Não;CONTRATO DE CONCESSAO;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE CONCESSAO;30;Não;Não;Sim
82;656;Brodowski;SP;2017;35078011;Serviço Autônomo de Água e Esgoto de Brodowski;SAAEB;Local;Água e Esgoto;Autarquia;24092;23510;2286.0;1649.35;0.0;9666.0;9107.0;6240207.43;8092.53;0.0;0.0;100.0;100.0;80.0;0.0;99.62;97.58;2.26;0.21;100.0;100.0;1.85;100.0;0.27849956255468067;0.8758015410687987;0.5360938061755545;0.11933922111087461;3507803;Sim;100;Não;;6,8;8,5;Não;Autarquia Municipal da administração indireta.;100;Não;Não;;Não;;Não;;Não;;Não;Autarquia: Serviço Autônomo de Água e Esgotos de Brodowski - SAAEB;Os Serviços são realizados através da Autarquia Municipal citada anteriormente.;100;Sim;Não;Sim
83;664;Brotas;SP;2017;35079011;Serviço Autônomo de Água e Esgoto de Brotas;SAAEB;Local;Água e Esgoto;Autarquia;23858;20562;2654.35;1901.55;0.0;9323.0;8723.0;5831238.08;896517.08;0.0;0.0;100.0;100.0;99.44;35.81;100.0;95.81;2.83;0.04;93.53;93.53;0.0;91.33;0.2836099233333961;1.0;0.45384418137527294;-0.2569702937283016;3507902;Sim;99;Não;;7,7;10;Não;Lei Municipal;0;Parcialmente;Não;;Não;;Não;;Não;;Não;SAAEB- Sistema Autônomo de Água e Esgoto de Brotas;Lei Municipal;0;Sim;Não;Sim
84;672;Buri;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19737;15940;1135.7;1013.74;0.0;7126.0;6417.0;5685007.1;591209.45;0.0;0.0;100.0;96.01;87.36;28.05;83.37;77.54;1.81;0.3;112.59;111.56;1.24;109.69;0.10738751430835614;0.16407526479800005;0.13010542971672112;-0.17959645161093152;3508009;Sim;95;Não;;6,4;6,4;Não;CONTRATO DE CONCESSAÕ PRESTAÇAO DE SERVIÇOS;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE CONCESSAO NA PRESTAÇÃO DE SERVIÇOS;30;Sim;Não;Sim
85;680;Buritama;SP;2017;35081011;Serviço Autônomo de Água e Esgoto e Meio Ambiente de Buritama;SAAEMB;Local;Água e Esgoto;Autarquia;16841;15867;1259.0;1250.0;0.0;8959.0;8959.0;4099461.43;294831.66;0.0;100000.0;99.58;99.58;88.5;10.25;100.0;100.0;1.17;0.24;100.98;100.25;0.34;100.86;0.00714853057982523;1.0;1.0;1.2382843526608407;3508108;Sim;100;Sim;Lei Complementar |#| 173/2017;10;8,5;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
86;688;Buritizal;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4408;3596;291.89;259.27;0.0;1611.0;1571.0;1450885.54;89297.41;0.0;0.0;99.89;98.72;100.0;22.51;81.49;80.54;0.0;0.0;110.83;110.0;0.0;110.0;0.11175442803795954;0.05913665351165586;0.050052109130252966;0.18350103554024957;3508207;Sim;100;Não;;10;8,5;Não;CONTRATO DE PROGRAMA;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE PROGRAMA;30;Sim;Não;Sim
87;696;Cabrália Paulista;SP;2017;35083011;Prefeitura Municipal de Cabrália Paulista;PMCP;Local;Água e Esgoto;Administração pública direta;4352;3766;250.0;182.5;0.0;1472.0;1475.0;509363.38;;0.0;0.0;99.97;99.97;96.44;27.0;100.0;100.0;0.0;0.0;2250.0;2250.0;0.0;300.0;0.27;1.0;1.0;-9.350000000000016;3508306;Sim;100;Sim;LEI |#| 30/2013;9,8;9,8;Não;Licitação;30;Não;Não;;Não;;Não;;Não;;Não;Empresa contratada: Águas de Cabrália Paulista EIRELI;Licitação;30;Sim;Não;Sim
88;703;Cabreúva;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;47877;40578;3034.61;2456.69;0.0;13678.0;11662.0;14611205.71;1731570.1;0.0;0.0;87.93;75.82;70.49;29.3;74.52;64.26;0.85;0.0;105.64;105.77;0.0;104.74;0.19044292347286806;0.02195823966344057;0.021276120111997233;0.13774440509965047;3508405;Sim;96,4;Sim;Decreto |#| 133/2014;7,5;6,8;Não;Contrato de Programa , Lei Municipal autorizando a Prefeitura de Cabreúva a celebrar Convênio de Cooperação com SABESP.;30;Sim, para todos os órgãos e entidades;Sim;Efetivo formado junto a Defesa Civil, monitoramento  no sistema de abastecimento de água, e campanhas de sensibilização aos munícipes para o uso racional da água, e notificações.;Sim;Efetivo formado junto a Defesa Civil, acompanhamento e monitoramento  junto a concessionária  responsável pelo abastecimento  e na falta de água, abastecimento com carro pipa;Sim;Efetivo formado junto  a Defesa Civil, acompanhamento e monitoramento  no sistema de abastecimento de água, e em caso de falta de água, o abastecimento é feito com carro pipa.;Sim;A concessionária responsável pelo abastecimento de água perfurou 2 poços artesianos  para complementar  a captação de água superficial  nos períodos de estiagem.Feitos  levantamentos dos barramentos existentes no Município e caso faltar água, técnicos da Secretaria de Meio Ambiente , da Defesa Civil e  o Gerente Regional da Concessionária entram em contato com  os proprietários das áreas possuidoras do barramento e solicitam que  num determinado horário o vertedouro seja aberto por um determinado tempo, até a água  chega na Estação de Tratamento de Água.;Não;Companhia de Saneamento  Básico do Estado de São Paulo - SABESP;Contrato de Programa e Lei Municipal autorizando a celebrar o Convênio de Cooperação;30;Sim;Não;Sim
89;711;Caçapava;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;92587;79221;8360.81;6136.8;0.0;37856.0;31637.0;35290569.4;1727598.01;0.0;0.0;100.0;100.0;74.58;38.5;100.0;93.37;0.0;0.28;121.99;121.86;0.17;121.99;0.2660041311786776;1.0;0.296762439237965;0.05275842911336575;3508504;Sim;98;Não;;8;10;Não;lei que autoriza a celebrar Convênio de Cooperação  com a Sabesp - Lei 272/2008;30;Parcialmente;Sim;FORMAÇÃO DE BRIGADA DE INCÊNDIO PELO MUNICÍPIO;Sim;POÇOS ARTESIANOS E CAMINHÃO PIPA;Sim;POÇOS ARTESIANOS E CAMINHÃO PIPA;Não;;Não;SABESP;lei que autoriza a celebrar Convênio de Cooperação com a Sabesp - Lei Complementar 272/2008;30;Sim;Sim;Sim
90;719;Cachoeira Paulista;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;32773;26762;2315.89;2020.28;0.0;12335.0;11106.0;12241134.46;523326.95;0.0;0.0;100.0;100.0;84.56;26.69;94.01;86.42;0.0;0.17;111.93;111.55;0.17;111.74;0.12764423180721018;0.16738270793303123;0.10922871059909273;0.08238446618006616;3508603;Sim;100;Não;;10;8,2;Não;Contrato;30;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Não;Sabesp;Contrato;30;Não;Não;Não
91;727;Caconde;SP;2017;35087011;Prefeitura Municipal de Caconde;PMC;Local;Água e Esgoto;Administração pública direta;19025;12971;2390.0;528.0;0.0;4960.0;4700.0;1432162.38;;0.0;0.0;100.0;100.0;0.0;77.91;69.42;68.18;0.0;100.0;100.0;100.0;0.0;100.0;0.7790794979079498;0.03446881551115796;0.04443443148979391;-0.0;3508702;Sim;100;Sim;Lei |#| 2611/2015;1,5;1,5;Sim;;;Sim, para todos os órgãos e entidades;Sim;Captação de Água do Rio Bom Jesus;Sim;A Rede Municipal conta com reservatórios de grande capacidade volumétrica, e se ainda assim vier a faltar água, o abastecimento é realizado por Caminhão Pipa.;Sim;A Rede Municipal conta com reservatórios de grande capacidade volumétrica, e se ainda assim vier a faltar água, o abastecimento é realizado por Caminhão Pipa.;Sim;Captação de água do Rio Bom Jesus;Sim;;;;Sim;Sim;Sim
92;735;Cafelândia;SP;2017;35088011;Prefeitura Municipal de Cafelândia;PMC;Local;Água e Esgoto;Administração pública direta;17645;15328;1116.9;1024.02;0.0;6427.0;6427.0;2514642.07;;0.0;0.0;100.0;100.0;0.0;8.15;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.08315874294923453;1.0;1.0;-0.6306110793832128;3508801;Sim;95;Não;;1,8;1,8;Não;Lei de criação da autarquia;20;Parcialmente;Não;;Sim;Todas as unidades possuem caixa d'água;Sim;Caixa d'água;Não;;Não;SAAEC;Lei de criação do saaec;20;Sim;Não;Sim
93;742;Caiabu;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4211;3428;235.87;240.11;0.0;1725.0;1466.0;1308247.0;223399.76;0.0;0.0;100.0;93.03;92.89;16.07;84.16;75.73;0.0;0.0;100.0;99.17;0.42;100.0;-0.017976003730868717;0.06615520060369769;0.050522948880355974;0.5300791686074262;3508900;Sim;100;Não;;8;7,8;Não;CONTRATO;30;Não;Não;;Sim;SABESP;Sim;SABESP;Não;;Não;SABESP;CONTRATO;30;Sim;Não;Sim
94;750;Caieiras;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;98223;95790;0.0;5138.58;6193.15;32682.0;25030.0;32619097.88;27823005.87;0.0;0.0;99.85;77.2;0.0;31.01;97.37;75.28;0.0;0.78;101.19;101.19;0.39;101.19;0.17028006749392466;0.4735342642019038;0.06972109205686944;-0.10285734261196754;3509007;Sim;95;Sim;LEI |#| 4.795/2015;1,1;1,1;Não;Contrato de Programa;25;Parcialmente;Sim;Panfletos informativos;Sim;Abastecimento por caminhão Pipa;Sim;Abastecimento por caminhão Pipa;Não;;Não;SABESP;Contrato de Programa;25;Sim;Sim;Sim
95;758;Caiuá;SP;2017;35091011;Prefeitura Municipal de Caiuá;PMC;Local;Água e Esgoto;Administração pública direta;5695;2181;380.0;0.0;0.0;973.0;973.0;442922.67;;75620.4;0.0;99.82;99.82;0.0;21.05;100.0;44.28;1.74;0.0;240.0;2400.0;1.04;240.0;1.0;1.0;-0.01999366355588902;-0.0;3509106;Sim;80;Sim;Lei Municipal |#| 1545/2017, de 27 de Abril de 2017.;10;10;Sim;;;Parcialmente;Não;;Sim;O reservatórios das escolas tem capacidade para abastecer as unidades de 02 a três duas. Não há histórico de falta de água. A coleta de água é feita por poços artesiano não sofre com estações de seca.;Sim;Está sendo adquirido um caminhão pipa para socorrer em alguma eventualidade.;Não;;Sim;;;;Sim;Não;Sim
96;766;Cajamar;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;73921;72433;3736.48;4860.39;2579.61;27787.0;19163.0;34168361.51;2892865.57;0.0;0.0;100.0;93.01;0.0;31.69;100.0;91.14;0.29;0.29;102.88;102.88;0.36;102.88;0.2304748665709323;1.0;0.3731626749382444;-0.044131106623782196;3509205;Não;;Sim;LEI |#| 1459/11;1,1;1,1;Não;Contrato de Concessão  pelo prazo de 30 anos;30;Não;Não;;Não;;Não;;Não;;Não;A empresa contratada é a Sabesp;convênio;30;Não;Sim;Sim
97;774;Cajati;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;28870;21084;1661.23;1425.37;0.0;9967.0;7525.0;8214109.51;414000.18;0.0;0.0;100.0;83.3;77.67;26.5;77.22;60.83;0.26;0.53;106.78;106.5;0.0;106.5;0.14197913594144107;0.11816651489667226;0.10854485618139995;-0.1282294622071104;3509254;Sim;98;Sim;Lei Municipal |#| 1.290 de 05 de junho de 2014;6,7;6,5;Não;Contrato de Programa;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Sim;Sim
98;782;Cajobi;SP;2017;35093011;Serviço Municipal Autônomo de Água e Esgoto;SEMAE;Local;Água e Esgoto;Autarquia;10444;9765;780.57;692.4;0.0;3989.0;4125.0;2120419.84;0.0;0.0;0.0;100.0;100.0;0.0;13.01;100.0;100.0;4.44;0.0;94.09;86.86;0.0;106.17;0.11295591683000894;1.0;1.0;0.556187186974721;3509304;Sim;100;Sim;LEI |#| 2107/10/09/2013;8,4;10;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
99;789;Cajuru;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;25655;22827;1640.37;1460.15;0.0;9168.0;8966.0;8441689.08;652685.16;0.0;0.0;100.0;100.0;95.51;24.42;91.03;90.25;0.0;0.2;102.92;103.33;0.0;102.71;0.10986545718344021;0.17827824543130183;0.17043127969955849;-0.022919465023144556;3509403;Sim;100;Sim;Lei municipal |#| 1.967;10;8,4;Não;CONTRATO;30;Não;Sim;O bombeamento de água fora da captação;Sim;caixas de água reservas;Sim;caixas de água reservas;Sim;Bombeamento de água fora da captação e tanque reserva;Não;SABESP;CONTRATO;30;Sim;Não;Sim
100;797;Campina do Monte Alegre;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5963;5045;405.09;394.06;0.0;2797.0;2215.0;2038636.33;106252.47;0.0;0.0;100.0;81.8;95.3;26.45;86.42;69.21;1.88;0.0;110.83;109.58;0.78;107.08;0.02722851711965235;0.1604525298535405;0.0836894345263087;0.7893317427195525;3509452;Sim;85;Sim;Lei Municipal |#| 665/2016;7,8;7,3;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Não;Sabesp;inexigibilidade;20;Sim;Sim;Sim
101;805;Campinas;SP;2017;35095011;Sociedade de Abastecimento de Água e Saneamento;SANASA;Local;Água e Esgoto;Sociedade de economia mista com administração pública;1182429;1162097;99401.97;86517.02;6.53;374907.0;348829.0;856730693.98;58934001.55;0.0;0.0;99.79;95.72;68.41;20.91;98.08;94.07;6.8;0.78;114.2;114.2;2.11;114.2;0.12968186825070283;0.5165943294483304;0.27493163536930176;-0.03226026472527457;3509502;Sim;99,56;Sim;Decreto |#| 18357;9,6;7,9;Não;Lei;0;Sim, para todos os órgãos e entidades;Sim;"Esta administração adotou e incorporou inúmeras providências visando o enfrentamento da crise hídrica.
Dentre essas medidas, destacamos:
1) Plano Municipal de Recursos Hídricos (PMRH):
2) Programa de Recuperação de Nascentes e Áreas Ciliares: 
3) Pagamento por Serviços Ambientais:
4) Regulamentação e consolidação no âmbito municipal da utilização da água de reúso:
5) Ampliação da substituição de redes de água, que hoje é de 70 km, para 140 km por ano: 
6) Convênio de parceria entre SANASA, Secretaria de Cooperação Municipal de Cooperação dos Assuntos
de Segurança Pública e Corpo de Bombeiros: 
7) Comercialização de água de reuso:
8) Disponibilidade de água bruta:
9) Monitoramento do rio Atibaia:
10) Fontes alternativas de água:
11) Ampliação dos reservatórios de água tratada:
12) Parceria entre a SANASA e a Secretaria Municipal do Verde e do Desenvolvimento Sustentável";Sim;"O sistema de distribuição de água da cidade de Campinas não possui rede de abastecimento exclusiva
para nenhuma instituição de ensino. Quando estiver programada a interrupção do fornecimento de água
nessas localidades, as escolas serão afetadas. No entanto, a SANASA disponibilizará a sua frota de
caminhões pipa para o atendimento das ocorrências.";Sim;"Para os Hospitais localizados na região central da cidade, como: Vera Cruz, Beneficência Portuguesa,
Maternidade de Campinas, Penido Burnier Casa de Saúde, Mario Gatti e Renascença, a SANASA prioriza
o abastecimento de água através da rede do sistema de distribuição. Os hospitais Metropolitano, Álvaro
Ribeiro, Samaritano e Ouro Verde, como os demais Postos de Saúde da Rede Publica, são abastecidos
através de caminhões pipa, da mesma forma dos abastecimentos na Rede Pública de Ensino.";Sim;"Quando houver escassez de água em nossos mananciais, haverá uma diminuição na oferta de água tratada
à população e, consequentemente, uma distribuição parcelada para regiões, previamente programada, no
município, que está dividido em 25 setores de abastecimento, 55 subsetores e 231 setores de medição.
Todo monitoramento e operação do sistema de água é realizado pela C.C.O.  Central de Controle
Operacional, em tempo real, pois existe instrumentação de vazão, pressão e nível de água em todos os
reservatórios.";Não;"A Sociedade de Abastecimento de Água e Saneamento S/A (SANASA) é um órgão da administração
indireta, e a empresa responsável pelo abastecimento de água (captação, adução, tratamento,
reservação e distribuição de água potável), coleta, afastamento e tratamento dos esgotos domésticos no
município de Campinas";Lei;0;Sim;Sim;Sim
