;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE26;TCE28;TCE29
149;1158;Divinolândia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11437;7653;664.97;563.33;0.0;3548.0;3119.0;2673655.05;286175.64;0.0;0.0;100.0;94.89;76.19;27.04;71.54;63.5;0.47;0.93;111.72;111.46;1.64;111.46;0.15284900070679874;0.03156168802147412;0.026075463143171232;-2.025771124096196;3513900;possui registro;98,00;100,00;100,00;Sim;Lei 2176/2016;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
150;1166;Dobrada;SP;2016;35140011;Prefeitura Municipal de Dobrada;PMD;Local;Água e Esgoto;Administração pública direta;8669;8476;997.91;932.08;0.0;2514.0;2501.0;764171.31;;0.0;;100.0;100.0;57.67;6.54;97.77;97.77;2.01;0.0;117.2;115.71;0.0;18.16;0.06596787285426531;1.527713769343724;1.594487282525968;0.8267184459634992;3514007;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;não
151;1174;Dois Córregos;SP;2016;35141011;Serviço Autônomo de Água e Esgoto de Dois Córregos;SAAEDOCO;Local;Água e Esgoto;Autarquia;26706;25288;2520.0;1960.0;0.0;10057.0;9801.0;4552979.63;0.0;0.0;0.0;97.92;92.28;79.73;34.6;92.72;87.38;1.4;1.1;142.86;138.89;3.54;100.0;0.2222222222222222;0.23900503817085905;0.23712958678717616;0.3956448911222781;3514106;possui registro;95,00;100,00;100,00;Não;;Parcialmente;sim;Decreto que pune desperdício de água com multa em período de estiagem;Não;;Não;;não;;Sim;não;sim
152;1182;Dolcinópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2139;1989;151.4;154.97;0.0;1023.0;987.0;721993.52;23820.59;0.0;0.0;100.0;100.0;100.0;15.13;100.0;98.55;0.0;0.0;100.0;100.0;0.0;100.0;-0.023579920739762228;1.0;0.5242108412706324;1.5894241002472227;3514205;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;não
153;1190;Dourado;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;8903;8138;752.02;588.9;0.0;3826.0;3682.0;2838749.49;134107.9;0.0;0.0;100.0;100.0;100.0;33.46;95.86;93.77;0.0;0.0;101.67;101.67;0.0;100.33;0.21690912475732027;0.23230182855902112;0.17807405369012574;-0.20639456668614437;3514304;possui registro;100,00;100,00;100,00;Sim;Lei 1472 de 10/11/2014;Não;não;;Não;;Não;;não;;Não;não;sim
154;1198;Dracena;SP;2016;35144011;Empresa de Desenvolvimento, Água, Esgoto e Pavimentação de Dracena;EMDAEP;Local;Água e Esgoto;Empresa pública;46088;42559;4250.5;2992.47;0.0;20536.0;18994.0;9504548.56;134972.42;0.0;0.0;100.0;100.0;92.0;38.37;100.0;92.34;0.83;0.05;126.05;87.26;0.12;111.05;0.2959722385601694;1.0;0.17230203213579398;-0.2913470205822087;3514403;possui registro;100,00;100,00;100,00;Não;;Sim, para todos os órgãos e entidades;sim;Economia de água, autuação de queimada urbana;Não;;Não;;não;;Sim;não;sim
155;1206;Duartina;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12558;11273;869.29;770.85;0.0;5067.0;4944.0;4580126.92;334003.6;0.0;0.0;100.0;100.0;99.85;25.92;93.81;92.67;1.37;2.42;110.98;109.47;0.0;108.71;0.11324184104268997;0.24415434566192906;0.2798954642351293;-0.2271972266220445;3514502;possui registro;;100,00;;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
156;1214;Dumont;SP;2016;35146011;Prefeitura Municipal de Dumont;PMD;Local;Água e Esgoto;Administração pública direta;9325;8994;1347.0;910.0;0.0;2921.0;2921.0;500000.0;;0.0;0.0;96.73;96.73;70.55;32.44;93.3;93.3;0.0;0.0;100.0;100.0;0.0;100.0;0.3244246473645137;0.28594675257863594;0.4491006333567908;0.36495600941414347;3514601;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;sim;sim
157;1222;Echaporã;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6281;5003;414.04;378.72;0.0;2508.0;2408.0;1761197.89;40601.73;0.0;0.0;100.0;100.0;99.31;22.45;94.51;92.55;0.83;3.33;100.0;100.0;0.83;100.0;0.08530576755869002;0.3398471604728736;0.2816516773847372;0.14298928416142773;3514700;possui registro;99,98;99,98;99,98;Sim;Outro CONTRATO DE PROGRAMA Nº 125/08;Parcialmente;não;;Sim;EXISTENCIA DE CAIXA D'AGUA COM GRANDE CAPACIDADE.;Sim;EXISTENCIA DE CAIXA D'AGUA COM GRANDE CAPACIDADE.;sim;SABESP;Sim;sim;sim
158;1230;Eldorado;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15388;7573;555.7;481.8;0.0;3557.0;2933.0;2480243.26;387446.88;0.0;0.0;96.26;82.15;86.77;30.06;47.37;40.43;0.31;0.77;120.74;120.74;0.31;120.74;0.1329854237898147;0.01224702420838846;0.011889752793740705;-0.008367653632067498;3514809;possui registro;80,00;80,00;80,00;Sim;Lei Lei Municipal nº 1177/2014;Sim, para todos os órgãos e entidades;sim;monitoramento COMDEC p/ seca e pequenos focos de incendios;Não;;Não;;não;;Sim;não;sim
159;1238;Elias Fausto;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17241;13725;968.64;853.97;0.0;5386.0;5217.0;4630407.74;1460440.28;0.0;0.0;100.0;100.0;100.0;23.48;81.82;83.68;1.29;0.0;107.78;107.78;0.78;107.22;0.11838247439709282;0.20362768636177306;0.23583052346788147;-0.07951771118895604;3514908;possui registro;85,00;85,00;100,00;Sim;Lei 2593 de 12/05/2010;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Não;não;sim
160;1246;Elisiário;SP;2016;35149211;Prefeitura Municipal de Elisiário;PME;Local;Água e Esgoto;Administração pública direta;3494;3201;269.0;257.1;0.0;1376.0;1376.0;289516.97;;3495.0;0.0;100.0;100.0;36.94;9.93;91.61;91.61;1.34;0.0;147.52;144.44;0.0;100.0;0.04423791821561329;0.21736507176806433;0.21736507176806433;0.4016741996737198;3514924;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Sim;não;não
161;1250;Embaúba;SP;2016;35149511;Semae Ambiental Embauba;SEMAE;Local;Água e Esgoto;Autarquia;2479;2108;320.0;140.0;0.0;880.0;880.0;456316.6;0.0;0.0;;94.88;94.88;79.7;58.44;80.68;80.68;8.33;0.0;137.14;137.14;0.0;137.14;0.5625;0.08668185139026174;0.08668185139026174;-0.08750000000000016;3514957;possui registro;100,00;100,00;100,00;Sim;Lei 1013 de 05/11/2015;Sim, para todos os órgãos e entidades;sim;caminhão pipa;Sim;demais poços artesianos;Sim;caminhão pipa e outros poços artesianos existentes no municipio;sim;descrito no plano de contingencia de defesa civil;Sim;não;sim
162;1265;Embu-Guaçu;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;67788;65980;2613.64;2812.44;1439.97;18963.0;8750.0;13548805.77;;0.0;0.0;81.22;38.15;39.69;45.12;79.05;37.13;5.01;2.61;101.18;100.72;3.41;100.82;0.306188804547058;0.11202175807353074;0.021012498864606738;0.3755389410124931;3515103;possui registro;41,79;79,27;30,00;Sim;Lei lei ordinária 2483/2011;Não;não;;Não;;Não;;sim;disponibilização de caminhões de água;Não;sim;sim
163;1273;Emilianópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3186;2634;175.45;176.81;0.0;1215.0;1193.0;791698.75;;0.0;0.0;100.0;100.0;98.94;16.28;88.83;88.42;0.0;0.0;100.0;100.0;0.0;100.0;-0.007751496152750059;0.1001288982777758;0.098128486076584;0.5388921637901793;3515129;possui registro;99,00;100,00;99,00;Não;;Não;não;;Não;;Não;;não;;Não;não;não
164;1281;Engenheiro Coelho;SP;2016;35151511;Serviço de Água e Esgoto de Engenheiro Coelho;SAEEC;Local;Água e Esgoto;Autarquia;19059;13939;1358.12;706.06;0.0;4216.0;4134.0;1903990.84;0.0;0.0;0.0;100.0;98.46;99.11;49.12;73.14;72.01;0.0;0.52;100.0;100.0;0.0;100.0;0.4801195770624098;0.1308042514709091;0.11994286620447013;-0.00024723667816919367;3515152;possui registro;99,00;100,00;99,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
165;1289;Espírito Santo do Pinhal;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;44036;39137;2736.08;2620.31;0.0;15597.0;15239.0;13450890.94;1648786.81;0.0;0.0;98.31;97.56;94.41;17.77;87.37;86.71;1.13;0.16;107.64;107.81;0.16;107.64;0.04231235928774013;0.04772633974227961;0.05921034661713688;-0.6680107150673739;3515186;possui registro;98,00;100,00;98,00;Sim;Lei 3332;Parcialmente;sim;Campanhas Educacionais e Legislação proibindo queimadas e uso racional da água;Sim;Abastecimento com caminhão Pipa da SABESP;Sim;Abastecimento com caminhão Pipa da Sabesp;sim;abastecimento em caminhão pipa e acionamento da nova captação de água;Sim;sim;sim
166;1297;Espírito Santo do Turvo;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4668;3993;353.79;246.36;0.0;1575.0;1534.0;1168526.52;28952.7;0.0;0.0;97.67;95.94;99.43;40.13;83.55;82.07;1.56;0.0;106.67;105.83;0.0;105.83;0.30365471042143644;0.09618222347806978;0.0945598110680194;0.3313626669287198;3515194;possui registro;98,00;100,00;100,00;Não;;Parcialmente;sim;Racionamento do uso da água e disponibilidade de caminhão pipa;Sim;Há acionamento de uso do reservatório de água para armazenamento e abastecimento e caminhão pipa;Sim;Há acionamento de uso do reservatório de água para armazenamento e abastecimento e caminhão pipa;sim;Reservatório da SABESP e distribuição por caminhão pipa;Sim;não;sim
167;1305;Estiva Gerbi;SP;2016;35573011;Prefeitura Municipal de Estiva Gerbi;PMEG;Local;Água e Esgoto;Administração pública direta;10971;8750;1249.34;551.36;0.0;3572.0;3554.0;1408126.63;;67646.6;0.0;100.0;100.0;0.0;66.06;79.76;79.76;9.96;0.58;100.59;101.84;0.0;88.1;0.5586789825027614;0.06978400678529964;0.06722740508751861;-1.8860905284447573;3557303;possui registro;100,00;100,00;;Não;;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;sim;sim
168;1321;Estrela do Norte;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2765;2183;152.34;152.67;0.0;949.0;926.0;771647.42;78485.48;0.0;0.0;100.0;100.0;99.03;11.66;92.66;91.61;0.0;0.0;100.0;100.0;0.0;100.0;-0.002166207168176282;0.24956475647909537;0.2548180816299518;1.5122902394772393;3515301;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
169;1329;Euclides da Cunha Paulista;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;9600;6121;449.19;413.78;0.0;2950.0;2523.0;1937467.09;86030.41;0.0;0.0;100.0;92.57;95.41;21.91;66.78;59.02;0.27;0.0;100.0;100.0;0.0;100.0;0.07883078430063006;0.021340585340171508;0.014070063672402003;-0.18989714901339566;3515350;possui registro;88,00;100,00;100,00;Sim;Lei 593/2007;Parcialmente;sim;caminhão pipa;Não;;Sim;Caminhão Pipa;sim;Sabesp - Caminhão Pipa;Sim;não;sim
170;1337;Fartura;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15994;12776;1154.27;894.5;0.0;5708.0;5553.0;4258417.4;472240.75;0.0;0.0;100.0;100.0;94.58;34.78;87.08;85.18;0.0;2.38;108.97;107.69;0.0;106.41;0.2250513311443596;0.07835523198035624;0.07203670201465975;32.31478678225841;3515400;possui registro;98,00;99,00;98,00;Não;;Sim, para todos os órgãos e entidades;sim;Brigada de Incêndio;Não;;Não;;não;;Sim;não;sim
171;1345;Fernandópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;68399;66304;5618.63;5405.85;0.0;31640.0;31064.0;28241637.67;2041904.02;0.0;0.0;100.0;100.0;96.86;16.11;100.0;99.35;0.33;0.0;103.42;103.31;0.11;103.31;0.0378704417268978;1.0;0.7428150918258202;0.13385876773729205;3515509;possui registro;100,00;100,00;100,00;Sim;Outro Lei nº 6.938/1981;Sim, para todos os órgãos e entidades;não;;Sim;Caixas d'agua, Caminhão Pipa;Sim;Caixas d' água, Caminhão Pipa;não;;Sim;não;sim
172;1353;Fernando Prestes;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5771;4899;385.95;379.14;0.0;2479.0;2334.0;1759480.48;127806.29;0.0;0.0;100.0;100.0;94.43;17.82;99.98;95.56;0.0;0.0;100.83;100.83;0.0;100.83;0.01764477263894293;0.9910642193898186;0.30235864680078745;8.833625541593241;3515608;possui registro;100,00;100,00;100,00;Sim;Outro ELABORADO PELA SABESP;Sim, para todos os órgãos e entidades;não;;Não;;Não;;sim;CAPTAÇÃO POR POÇO PROFUNDO;Sim;não;sim
173;1361;Fernão;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1680;914;55.46;63.29;0.0;435.0;412.0;312039.05;25290.42;0.0;0.0;99.02;98.69;100.0;7.37;53.87;53.69;0.77;0.0;108.33;107.5;0.81;102.5;-0.14118283447529745;0.015852066992418253;0.01931736702380554;-0.26276449080935793;3515657;possui registro;98,00;100,00;100,00;Sim;Outro Contrato com a Sabesp;Sim, para todos os órgãos e entidades;sim;Treinamento com a Brigada contra incêndios florestais junto ao corpo de bombeiros;Sim;Através de medidas da Sabesp, e através de ensaios realizados pelo Agente de saneamento municipal;Sim;Através de medidas da Sabesp, e através de ensaios realizados pelo Agente de saneamento municipal;sim;Plano preventivo, a população sempre é maior que a necessidade da população;Sim;não;sim
174;1369;Ferraz de Vasconcelos;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;186808;178426;0.0;8998.81;11933.73;50813.0;41608.0;49559873.61;5727327.29;0.0;0.0;100.0;85.33;37.24;34.4;97.06;81.5;0.0;0.39;101.59;102.98;0.19;102.98;0.2459348418306766;0.45131223193250086;0.12376190850217816;-8.6363794377806;3515707;possui registro;95,00;95,00;95,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
175;1377;Flora Rica;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1602;1297;110.64;99.82;0.0;753.0;708.0;460753.11;135344.72;0.0;0.0;100.0;100.0;100.0;25.93;86.52;84.21;2.5;0.0;100.0;100.0;0.0;100.0;0.09779464931308757;0.3152014637187199;0.2891484905250066;0.1295956620777969;3515806;possui registro;95,00;95,00;95,00;Não;;Sim, para todos os órgãos e entidades;sim;o município esta cadastrado no programa cidades resilientes;Não;;Não;;não;;Sim;sim;sim
176;1385;Floreal;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2996;2433;206.86;198.27;0.0;1233.0;1205.0;959403.15;30952.15;0.0;0.0;100.0;100.0;100.0;16.34;89.29;88.79;0.0;0.0;100.0;100.0;0.0;100.0;0.04152566953495118;0.06922866555489927;0.08426891264454003;10.661144758590034;3515905;possui registro;100,00;100,00;100,00;Sim;Outro LEGISLAÇÃO  ESTADUAL DA SABESP;Sim, para todos os órgãos e entidades;sim;OPERAÇÃO CONTRA FOGO;Não;;Sim;"Termo de parceria com a SABESP com acionamento e fornecimento automatico em de emergencia

caso";sim;EXCLUSIVO DA SABESP;Sim;sim;sim
177;1393;Flórida Paulista;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;14143;11159;802.8;682.78;0.0;4681.0;4536.0;3206311.66;330593.78;0.0;0.0;91.91;90.74;100.0;27.31;72.52;71.6;0.21;0.0;100.0;100.0;0.21;100.0;0.14950174389636273;0.021514023503036918;0.03693403547174551;-2.6680539366572487;3516002;possui registro;97,58;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
178;1401;Florínia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2778;2467;191.45;174.89;0.0;1180.0;1129.0;1006549.25;541238.62;0.0;0.0;92.78;90.27;100.0;22.59;82.4;80.17;0.0;0.0;100.0;100.0;0.0;100.0;0.0864977800992427;0.05617160516269771;0.050975769182836216;-1.3991399782565064;3516101;possui registro;99,00;100,00;99,00;Não;;Parcialmente;sim;Sabesp;Sim;Caixa da água, com água potável.;Sim;Caixa da água, com água potável.;não;;Sim;não;sim
179;1409;Franca;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;344704;338652;26471.66;23101.64;0.0;137812.0;134843.0;120802396.98;39468736.95;0.0;0.0;100.0;100.0;98.03;25.85;99.97;99.62;0.0;0.19;103.9;103.6;0.24;103.65;0.1273067121593433;0.9851095766258465;0.8507531817119214;0.021199528461505225;3516200;possui registro;98,24;98,24;100,00;Não;;Sim, para todos os órgãos e entidades;sim;Rodízio, diminuição de pressão na rede de distribuição e fornecimento de água - caminhões pipa;Sim;Abastecimento por meio de caminhões pipa;Sim;Abastecimento por meio de caminhões pipa;sim;Rodízio, diminuição de pressão na rede de distribuição e fornecimento de água - caminhões pipa;Sim;não;sim
180;1417;Francisco Morato;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;169942;169597;0.0;7402.0;11907.07;52330.0;21796.0;30274828.8;46899457.32;0.0;0.0;90.98;40.15;0.0;41.57;90.79;40.07;0.0;0.66;101.33;101.33;0.44;101.11;0.37835252501245054;0.24718122488865973;0.03224005210445221;-0.14459758260822397;3516309;possui registro;40,00;99,00;0,00;Sim;Lei Plano Municipal de Saneamento Básico - Lei Municipal nº 2627/2012, de 26/03/2012;Sim, para todos os órgãos e entidades;sim;Limpeza de rios e córregos;Não;;Sim;Uso de caminhão Pipa;não;;Sim;não;sim
181;1425;Franco da Rocha;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;147650;136027;722.36;7717.33;9647.38;46462.0;28931.0;50942146.52;28354164.22;0.0;0.0;100.0;63.41;0.0;35.64;92.85;58.42;0.0;0.4;103.5;103.5;0.99;103.5;0.2557836551350371;0.2721808461459927;0.05398222552837758;-2.0048097902359774;3516408;possui registro;100,00;100,00;9,00;Sim;Decreto Nº 2003/12;Parcialmente;não;;Não;;Não;;não;;Não;não;sim
182;1433;Gabriel Monteiro;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2791;2326;160.26;179.56;0.0;1179.0;1145.0;868823.36;29357.37;0.0;0.0;100.0;100.0;100.0;6.18;93.34;92.8;0.0;0.0;100.0;100.0;0.0;100.0;-0.1204293023836267;0.11563845890472668;0.1190048730443702;-0.3291736781225128;3516507;possui registro;100,00;100,00;100,00;Não;;Sim, para todos os órgãos e entidades;sim;aceiros, capinas e roçadas;Sim;Poço Artesiano;Sim;Poço Artesiano;não;;Sim;não;sim
183;1441;Gália;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6834;5093;499.19;367.91;0.0;2461.0;2383.0;1779104.38;127814.65;0.0;0.0;100.0;100.0;100.0;38.01;78.23;76.76;0.79;0.0;105.83;105.83;0.79;105.0;0.2629860373805565;0.0817856653184342;0.08613248053649636;0.09968939765064024;3516606;possui registro;98,00;100,00;100,00;Sim;Outro Plano de Saneamento Básico;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
184;1449;Garça;SP;2016;35167011;Serviço Autônomo de Água e Esgotos;SAAE;Local;Água e Esgoto;Autarquia;44557;40503;3824.37;2411.24;0.0;17745.0;17049.0;11168189.63;494278.37;3023743.7;0.0;100.0;100.0;78.02;36.95;90.9;90.9;0.0;0.0;200.0;100.0;0.0;100.0;0.369506611546477;0.06426287873915006;0.05847386809061473;-0.05365777847047953;3516705;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Sim;Instalação de caixas d'água nas escolas;Não;;sim;Instalação de caixas d'água em regiões estratégicas;Sim;não;sim
185;1457;Gastão Vidigal;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4634;4151;224.45;212.69;0.0;1395.0;1370.0;990529.2;19934.19;0.0;0.0;90.27;89.42;100.0;18.71;80.86;80.1;0.0;0.0;100.0;100.0;0.0;100.0;0.052394742704388486;0.05979429798058759;0.06071275994652918;3.3357988134021896;3516804;possui registro;99,29;100,00;99,29;Não;Outro CONTRATO DE PROGRAMA COM A SABESP;Não;sim;Programa de uso racional daÁgua;Não;;Não;;sim;Perfuração de outro poço;Sim;sim;sim
186;1465;Gavião Peixoto;SP;2016;35168511;Prefeitura Municipal de Gavião Peixoto;PMGP;Local;Água e Esgoto;Administração pública direta;4714;3814;236.0;202.28;236.0;1638.0;1343.0;126823.4;;0.0;0.0;99.63;99.63;0.0;50.0;99.7;99.7;0.0;0.0;100.0;100.0;0.0;100.0;0.5714406779661017;0.9655157894736835;1.07630681818182;0.06321200333425957;3516853;possui registro;99,00;100,00;0,00;Sim;Lei Lei Nº599 de 10/06/2015;Não;não;;Não;;Não;;não;;Não;não;sim
187;1470;General Salgado;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10956;9328;735.15;736.25;0.0;4778.0;4269.0;3450927.8;101524.83;0.0;0.0;100.0;100.0;97.6;15.62;98.45;92.52;0.48;0.0;100.16;100.0;0.32;100.0;-0.0014962932734816636;0.48904741864043083;0.2211503282512677;0.9636930208089017;3516903;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Não;não;não
188;1478;Getulina;SP;2016;35170011;Prefeitura Municipal de Getulina;PMG;Local;Água e Esgoto;Administração pública direta;11325;8768;862.0;320.87;0.0;3641.0;3529.0;249996.86;;39800.0;0.0;100.0;98.7;87.01;0.0;77.42;76.42;0.0;0.0;9.07;9.07;0.0;9.07;0.6277610208816705;;;;3517000;possui registro;100,00;100,00;80,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
189;1484;Glicério;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4787;3525;303.07;275.11;0.0;1629.0;1565.0;1222994.15;186423.85;0.0;0.0;89.5;87.23;100.0;20.75;65.91;64.24;0.0;0.0;100.28;100.28;0.0;100.28;0.09225591447520365;0.02881671259152619;0.03328980370209149;-2.3583924010335027;3517109;possui registro;100,00;100,00;100,00;Sim;Lei Lei 1.359;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
190;1490;Guaiçara;SP;2016;35172011;Prefeitura Municipal de Guaiçara;PMG;Local;Água e Esgoto;Administração pública direta;11752;10677;829.79;752.7;0.0;4064.0;3790.0;650818.47;;2820.0;;98.99;98.99;97.39;9.29;89.93;89.93;0.44;5.56;84.37;4.02;0.0;5.62;0.09290302365658776;0.16968623378077863;0.09200045964661938;-0.0;3517208;possui registro;100,00;100,00;100,00;Sim;Lei 2539/2014;Parcialmente;sim;Racionamento de Agua;Não;;Não;;não;;Sim;não;sim
191;1497;Guaimbê;SP;2016;35173011;Prefeitura Municipal de Guaimbê;PMG;Local;Água e Esgoto;Administração pública direta;5717;4995;777.6;570.0;0.0;2088.0;2088.0;244948.42;;0.0;0.0;100.0;100.0;83.59;0.0;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.2669753086419754;1.0;1.0;-0.10604056437389785;3517307;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;não
192;1504;Guaíra;SP;2016;35174011;Departamento de Esgoto e Água de Guaíra;DEAGUA;Local;Água e Esgoto;Autarquia;40053;38613;4795.0;3675.9;0.0;17682.0;17659.0;7620691.0;1031199.97;0.0;0.0;100.0;100.0;80.0;26.69;100.0;100.0;0.07;0.0;122.53;305.37;0.0;217.65;0.23338894681960376;1.0;1.0;0.21151778087617457;3517406;possui registro;100,00;100,00;100,00;Sim;Lei 2643 de 23/12/2013 2607 de 01/07/2013;Parcialmente;não;;Não;;Não;;não;;Não;não;não
193;1512;Guapiaçu;SP;2016;35175011;Prefeitura Municipal de Guapiaçu;PMG;Local;Água e Esgoto;Administração pública direta;20340;17991;1805.16;1073.86;0.0;6253.0;6025.0;1929741.66;;0.0;0.0;99.49;91.71;95.59;40.51;88.0;81.12;3.57;0.31;100.0;100.0;0.14;100.0;0.4051164439717255;0.14704678761424092;0.0919529366084931;-0.42096297325458965;3517505;possui registro;80,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;não
194;1520;Guapiara;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17758;7137;872.21;605.98;0.0;4799.0;2597.0;2429846.98;370274.89;0.0;0.0;100.0;79.63;51.21;46.92;55.55;32.0;0.54;1.29;109.92;107.94;0.37;106.85;0.30523612432785685;0.01840460731798957;0.012348717030938905;0.013992628588895177;3517604;possui registro;45,00;80,00;80,00;Sim;Lei Plano Municipal de Saneamento Básico;Sim, para todos os órgãos e entidades;não;;Sim;Projeto Municipal;Sim;Projeto Municipal;sim;Municipal em parceria com Defesa Civil Municipal;Sim;não;sim
